,,,,,,TABLE 1,TABLE 1,,,,,,,,,
SCOTT COUNTY,,,,,217,215,2,,9.3,9.3,13.5,,48.7,48.6,87.0,
WISE COUNTY,278,278,,,504,500,2,2,12.6,12.8,2.6,10.2,58.8,59.5,14.7,46.5
NORTON CITY,486,481,2,3,39,38,1,,10.0,10.6,3.9,,45.9,48.4,17.5,
PLANNING DISTRICT 2,519,512,3,4,"1,150","1,136",7,7,9.7,9.9,2.5,13.1,48.1,48.3,23.6,54.3
BUCHANAN COUNTY,92,92,,,248,248,,,9.2,9.5,,,44.6,45.0,,
DICKENSON COUNTY,,,,,136,136,,,8.3,8.4,,,40.2,40.5,,
RUSSELL COUNTY,2,2,,,319,317,1,1,10.5,10.8,1.0,19.6,52.7,52.8,27.0,62.5
TAZEWELL COUNTY,425,418,3,4,447,435,6,6,10.0,10.1,5.5,15.6,50.1,50.4,28.6,64.5
PLANNING DISTRICT 3,"1,620","1,579",30,11,"2,003","1,941",48,14,10.5,10.6,9.0,16.7,53.8,53.7,53.3,70.7
BLAND COUNTY,2,2,,,59,57,2,,8.6,8.7,6.9,,50.1,49.0,222.2,
CARROLL COUNTY,,,,,274,273,1,,9.4,9.4,6.8,,49.5,49.7,50.0,
GRAYSON COUNTY,1,1,,,154,152,2,,8.6,9.1,1.6,,49.7,50.2,29.9,
SMYTH COUNTY,322,315,3,4,356,348,5,3,10.8,10.8,7.6,24.8,54.5,54.9,30.3,125.0
WASHINGTON COUNTY,719,708,6,5,541,526,8,7,10.6,10.5,11.2,30.3,51.9,51.4,55.6,132.1
WYTHE COUNTY,180,170,9,1,315,303,11,1,11.4,11.4,13.0,6.4,55.6,55.4,66.7,27.8
BRISTOL CITY,1,1,,,194,182,10,2,11.2,11.2,9.9,17.2,55.5,56.4,44.1,54.1
GALAX CITY,395,382,12,1,110,100,9,1,16.1,15.9,19.7,12.0,84.7,84.9,86.5,62.5
PLANNING DISTRICT 4,"1,681","1,551",57,73,"1,628","1,495",59,74,9.9,9.7,8.1,17.1,40.0,40.1,30.3,53.2
FLOYD COUNTY,2,2,,,138,132,1,5,9.9,9.8,3.3,135.1,53.7,52.7,18.9,500.0
GILES COUNTY,4,4,,,204,201,1,2,12.2,12.3,3.5,37.0,63.9,64.0,26.3,125.0
MONTGOMERY COUNTY,"1,479","1,366",47,66,782,703,24,55,9.4,9.2,7.3,14.7,34.8,34.7,24.9,45.3
PULASKI COUNTY,196,179,10,7,369,342,20,7,10.5,10.4,9.8,36.8,55.0,54.3,53.8,212.1
RADFORD CITY,,,,,135,117,13,5,8.5,8.2,9.5,16.1,23.6,23.0,25.0,42.4
PLANNING DISTRICT 5,"3,979","3,360",519,100,"3,109","2,553",467,89,11.8,11.2,13.9,24.0,57.7,56.1,62.5,91.8
ALLEGHANY COUNTY,245,229,14,2,173,161,9,3,13.4,12.8,27.4,50.0,72.8,69.6,163.6,300.0
BOTETOURT COUNTY,,,,,253,244,7,2,8.3,8.4,6.3,8.8,43.5,43.6,44.0,37.0
CRAIG COUNTY,,,,,61,61,,,12.0,12.1,,,63.8,64.3,,
ROANOKE COUNTY,,,,,"1,002",889,73,40,11.7,11.0,24.1,25.3,58.6,55.4,112.7,98.5
CLIFTON FORGE CITY,,,,,22,20,2,,5.1,5.5,3.0,,27.2,29.6,15.4,
COVINGTON CITY,,,,,78,69,9,,12.4,12.8,10.4,,66.3,68.5,58.1,
ROANOKE CITY,"2,928","2,422",436,70,"1,276",891,348,37,13.4,13.2,13.3,25.4,62.7,63.8,58.1,95.6
SALEM CITY,806,709,69,28,244,218,19,7,9.9,9.5,12.5,24.3,45.5,44.1,56.4,80.5
PLANNING DISTRICT 6,"3,026","2,866",128,32,"2,906","2,715",135,56,11.2,11.2,9.8,19.1,50.6,50.8,45.3,56.4
AUGUSTA COUNTY,"1,000",926,64,10,665,643,12,10,10.1,10.2,4.9,31.3,51.5,51.4,39.2,123.5
BATH COUNTY,,,,,41,41,,,8.1,8.8,,,44.8,48.1,,
HIGHLAND COUNTY,1,1,,,20,20,,,7.9,7.9,,,49.3,49.4,,
ROCKBRIDGE COUNTY,2,2,,,190,183,5,2,9.1,9.2,7.7,12.8,47.6,47.6,45.0,54.1
ROCKINGHAM COUNTY,7,7,,,856,830,19,7,12.6,12.5,18.6,22.2,61.2,60.6,89.6,76.1
BUENA VISTA CITY,,,,,82,76,5,1,12.9,12.7,15.6,20.4,61.1,60.4,65.8,125.0
HARRISONBURG CITY,"1,779","1,708",52,19,491,441,29,21,12.1,12.2,10.6,14.0,36.2,36.3,35.2,36.0
LEXINGTON CITY,236,221,12,3,52,44,7,1,7.6,7.4,9.6,6.3,36.5,35.9,47.6,20.4
STAUNTON CITY,1,1,,,238,207,29,2,10.0,10.3,8.3,9.9,47.7,49.9,38.4,23.0
WAYNESBORO CITY,,,,,271,230,29,12,13.9,13.3,14.1,63.5,69.0,68.0,58.4,260.9
PLANNING DISTRICT 7,"2,359","2,142",90,127,"2,347","2,126",95,126,12.7,12.1,12.1,72.9,61.1,58.4,61.8,269.8
CLARKE COUNTY,,,,,121,116,3,2,9.6,9.9,3.4,19.4,50.5,52.1,21.0,74.1
FREDERICK COUNTY,1,1,,,695,651,16,28,11.7,11.4,9.5,50.4,54.4,52.9,48.8,215.4
PAGE COUNTY,3,3,,,274,267,5,2,11.8,11.8,9.5,19.8,59.7,59.6,59.5,83.3
SHENANDOAH COUNTY,289,258,4,27,459,422,7,30,13.1,12.3,14.5,144.2,69.4,65.1,89.7,508.5
WARREN COUNTY,190,170,12,8,425,397,18,10,13.5,13.4,11.2,35.7,63.9,63.5,55.9,129.9
WINCHESTER CITY,"1,876","1,710",74,92,373,273,46,54,15.8,13.4,17.3,112.3,69.0,58.4,78.9,360.0
PLANNING DISTRICT 8,"30,163","22,153","3,739","4,271","30,604","22,543","3,554","4,507",16.9,16.1,16.4,22.8,70.7,70.3,60.6,84.3
ARLINGTON COUNTY,"3,182","2,134",421,627,"2,814","2,159",267,388,14.9,14.3,13.6,20.3,56.5,55.9,50.2,65.9
FAIRFAX COUNTY,"17,955","13,445","1,638","2,872","14,806","10,594","1,342","2,870",15.3,14.3,14.9,20.6,67.4,66.5,56.0,78.8
LOUDOUN COUNTY,"1,528","1,311",119,98,"3,857","3,244",227,386,22.7,22.1,18.1,36.8,92.8,91.5,72.2,130.5
PRINCE WILLIAM COUNTY,"2,300","1,614",498,188,"5,466","4,039","1,015",412,19.5,19.2,18.0,28.7,79.9,82.0,66.9,104.1
ALEXANDRIA CITY,"3,286","1,976",898,412,"2,424","1,484",600,340,18.9,16.8,19.3,38.5,68.6,62.8,66.4,125.7
FAIRFAX CITY,4,3,1,,263,201,21,41,12.2,11.6,16.3,14.2,54.5,54.7,57.4,52.4
FALLS CHURCH CITY,2,2,,,88,69,2,17,8.5,7.5,5.4,22.0,41.9,38.5,20.6,80.2
MANASSAS CITY,"1,906","1,668",164,74,678,572,65,41,19.3,20.0,13.2,26.2,81.1,84.6,53.6,105.9
MANASSAS PARK CITY,,,,,208,181,15,12,20.2,21.3,11.8,22.3,79.8,85.8,44.4,76.4
PLANNING DISTRICT 9,874,726,108,40,"1,692","1,415",202,75,12.6,12.1,11.9,59.2,62.2,60.2,60.3,222.6
CULPEPER COUNTY,325,229,68,28,472,350,86,36,13.8,12.8,13.4,85.5,67.3,61.9,69.5,297.5
FAUQUIER COUNTY,543,491,40,12,706,635,48,23,12.8,12.8,9.5,39.7,61.2,61.0,48.7,152.3
MADISON COUNTY,1,1,,,133,116,13,4,10.6,10.6,8.8,46.5,54.5,54.6,44.8,160.0
ORANGE COUNTY,5,5,,,302,242,51,9,11.7,11.0,13.9,58.4,61.5,58.9,66.4,264.7
RAPPAHANNOCK COUNTY,,,,,79,72,4,3,11.3,11.0,9.7,115.4,62.0,60.1,57.1,500.0
PLANNING DISTRICT 10,"3,015","2,324",514,177,"2,411","1,905",389,117,12.1,11.7,12.5,21.2,50.4,50.2,49.3,58.2
ALBEMARLE COUNTY,7,7,,,968,803,105,60,12.2,11.7,13.2,23.4,56.3,55.1,55.9,80.4
FLUVANNA COUNTY,1,,1,,227,189,35,3,11.3,11.7,9.2,22.4,48.7,54.7,30.0,75.0
GREENE COUNTY,6,6,,,246,223,19,4,16.1,15.8,18.2,34.8,73.9,72.7,82.6,129.0
LOUISA COUNTY,2,2,,,321,255,65,1,12.5,12.9,11.5,5.4,61.0,62.6,56.8,23.3
NELSON COUNTY,3,3,,,155,127,26,2,10.7,10.5,11.6,22.5,58.3,57.9,58.7,95.2
CHARLOTTESVILLE CITY,"2,996","2,306",513,177,494,308,139,47,11.0,9.6,13.4,19.2,33.6,29.2,45.9,41.6
PLANNING DISTRICT 11,"2,672","1,958",654,60,"2,587","1,964",567,56,11.3,10.7,13.3,22.4,52.9,51.2,57.8,77.6
AMHERST COUNTY,1,1,,,326,259,63,4,10.2,10.3,9.7,10.1,46.1,46.6,44.8,41.2
APPOMATTOX COUNTY,,,,,140,107,33,,10.2,10.2,10.4,,51.5,54.1,45.3,
BEDFORD COUNTY,2,2,,,555,523,27,5,9.2,9.3,7.0,11.7,46.3,47.2,34.3,44.2
CAMPBELL COUNTY,2,2,,,585,484,94,7,11.5,11.3,12.2,15.7,55.8,55.8,55.6,60.3
BEDFORD CITY,204,171,31,2,147,118,26,3,23.3,24.7,17.9,52.6,123.4,139.3,78.8,214.3
LYNCHBURG CITY,"2,463","1,782",623,58,834,473,324,37,12.8,10.7,16.3,32.9,54.0,46.3,66.6,100.8
,,,,,,[continued],[continued],,,,,,,,,
,,,,,,TABLE 1,TABLE 1,,,,,,,,,
,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,,,
,"WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 YEAR 2000 POPULATION AND FEMALES AGES 15-44",,,
,,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,,,
,,,,,"VIRGINIA, 2001","VIRGINIA, 2001","VIRGINIA, 2001","VIRGINIA, 2001",,,,,,,,
PLANNING DISTRICT,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,,,,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,,,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,"RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"96,535","67,043","22,091","7,401","98,531","68,859","22,000","7,672",13.9,12.9,15.3,24.3,62.0,59.7,62.8,89.5
PLANNING DISTRICT 12,"2,036","1,330",639,67,"2,816","1,965",774,77,11.3,10.5,12.5,51.6,56.6,55.7,54.8,204.8
FRANKLIN COUNTY,280,226,45,9,552,491,55,6,11.7,11.6,12.1,20.5,58.9,59.0,56.5,75.9
HENRY COUNTY,2,2,,,614,442,127,45,10.6,10.0,9.5,115.1,53.3,52.0,43.6,445.5
PATRICK COUNTY,18,18,,,160,150,8,2,8.2,8.3,6.4,23.0,42.9,43.5,30.4,90.9
PITTSYLVANIA COUNTY,4,4,,,699,539,155,5,11.3,11.5,10.5,22.2,55.8,58.0,48.6,90.9
DANVILLE CITY,"1,137",678,446,13,589,233,347,9,12.2,8.8,16.1,22.1,61.4,54.2,66.8,92.8
MARTINSVILLE CITY,595,402,148,45,202,110,82,10,13.1,12.7,12.3,109.9,66.6,76.8,51.9,454.5
PLANNING DISTRICT 13,881,428,433,20,969,478,479,12,11.0,9.6,12.7,27.0,59.7,55.6,63.6,120.0
BRUNSWICK COUNTY,,,,,191,73,116,2,10.4,9.3,11.0,32.3,56.2,59.6,53.7,125.0
HALIFAX COUNTY,471,243,225,3,422,231,188,3,11.3,10.1,13.1,15.0,60.2,56.3,65.8,68.2
MECKLENBURG COUNTY,410,185,208,17,356,174,175,7,11.0,9.0,13.7,38.5,61.2,53.3,69.7,175.0
PLANNING DISTRICT 14,373,189,170,14,"1,050",642,378,30,10.8,10.6,10.6,54.3,55.7,53.9,55.8,202.7
AMELIA COUNTY,,,,,148,110,37,1,13.0,13.5,11.5,18.2,64.2,66.8,57.0,90.9
BUCKINGHAM COUNTY,2,1,1,,126,83,38,5,8.1,8.9,6.1,70.4,46.7,51.2,36.0,250.0
CHARLOTTE COUNTY,5,5,,,158,109,48,1,12.7,13.2,11.6,24.4,67.0,71.9,57.4,142.9
CUMBERLAND COUNTY,5,4,1,,107,60,42,5,11.9,10.8,12.3,92.6,58.0,55.4,56.1,333.3
LUNENBURG COUNTY,,,,,116,60,49,7,8.8,7.6,9.5,109.4,55.6,46.1,63.2,875.0
NOTTOWAY COUNTY,,,,,163,90,70,3,10.4,9.8,10.9,32.6,58.9,56.1,61.5,125.0
PRINCE EDWARD COUNTY,361,179,168,14,232,130,94,8,11.8,10.5,13.1,45.7,48.5,41.3,59.6,127.0
PLANNING DISTRICT 15,"13,031","8,363","4,186",482,"11,808","7,458","3,867",483,13.6,12.7,15.3,19.7,59.3,57.9,60.8,71.7
CHARLES CITY COUNTY,,,,,66,29,33,4,9.5,11.6,8.6,7.0,46.5,60.8,40.3,32.5
CHESTERFIELD COUNTY,"2,357","1,917",346,94,"3,336","2,572",635,129,12.8,12.6,13.3,16.7,56.8,58.7,48.4,69.9
GOOCHLAND COUNTY,4,4,,,200,158,41,1,11.9,12.8,9.4,8.3,59.6,65.8,44.2,40.0
HANOVER COUNTY,693,557,118,18,"1,091",972,97,22,12.6,12.6,11.7,20.4,59.4,59.2,57.1,81.8
HENRICO COUNTY,"6,041","4,378","1,376",287,"3,574","2,297","1,033",244,13.6,12.4,15.6,22.0,58.7,57.4,58.1,78.9
NEW KENT COUNTY,,,,,137,115,21,1,10.2,10.5,9.4,3.9,49.0,49.6,49.4,18.5
POWHATAN COUNTY,2,2,,,270,242,25,3,12.1,13.1,6.5,26.3,63.2,63.7,56.4,93.8
RICHMOND CITY,"3,934","1,505","2,346",83,"3,134","1,073","1,982",79,15.8,13.6,17.2,22.0,63.5,54.8,69.7,60.9
PLANNING DISTRICT 16,"2,999","2,359",440,200,"3,743","2,953",560,230,15.5,15.0,14.4,43.2,67.2,65.4,62.0,153.5
CAROLINE COUNTY,1,1,,,275,205,65,5,12.4,14.6,8.3,17.5,60.8,70.1,42.1,87.7
KING GEORGE COUNTY,2,1,1,,218,171,42,5,13.0,12.9,13.0,17.5,59.3,59.7,57.5,60.2
SPOTSYLVANIA COUNTY,3,2,1,,"1,472","1,211",173,88,16.3,15.8,14.7,47.1,72.1,70.5,63.4,175.3
STAFFORD COUNTY,5,5,,,"1,426","1,153",188,85,15.4,14.8,15.8,34.5,66.6,65.0,63.3,119.4
FREDERICKSBURG CITY,"2,988","2,350",438,200,352,213,92,47,18.3,14.4,22.5,112.2,62.1,47.7,87.4,326.4
PLANNING DISTRICT 17,286,132,146,8,495,264,213,18,10.0,7.7,14.3,62.7,63.1,54.1,73.3,315.8
LANCASTER COUNTY,286,132,146,8,110,61,47,2,9.5,7.5,14.0,31.7,63.1,60.3,65.2,200.0
NORTHUMBERLAND COUNTY,,,,,124,60,60,4,10.1,6.7,18.2,90.9,68.0,53.2,87.0,666.7
RICHMOND COUNTY,,,,,77,41,34,2,8.7,7.0,11.5,46.5,57.0,43.4,85.9,222.2
WESTMORELAND COUNTY,,,,,184,102,72,10,11.0,9.0,13.7,73.0,62.9,56.8,65.6,312.5
PLANNING DISTRICT 18,12,8,4,,899,723,165,11,10.7,10.9,10.2,9.9,54.5,55.8,50.7,38.3
ESSEX COUNTY,5,2,3,,110,60,49,1,11.0,10.2,12.3,6.8,56.6,57.3,56.9,30.3
GLOUCESTER COUNTY,6,5,1,,399,358,37,4,11.5,11.7,10.1,8.2,53.9,54.9,51.0,27.2
KING AND QUEEN COUNTY,,,,,69,50,19,,10.4,12.2,7.9,,53.5,64.4,39.0,
KING WILLIAM COUNTY,,,,,179,146,32,1,13.6,14.9,10.4,3.6,63.3,68.5,49.9,16.9
MATHEWS COUNTY,,,,,66,55,8,3,7.2,6.8,7.6,63.8,44.8,42.8,45.5,214.3
MIDDLESEX COUNTY,1,1,,,76,54,20,2,7.7,6.9,9.8,52.6,48.7,45.5,54.8,250.0
PLANNING DISTRICT 19,"2,005",853,"1,060",92,"2,110",973,"1,048",89,12.6,11.1,13.7,37.1,61.8,57.5,63.1,152.1
DINWIDDIE COUNTY,,,,,227,151,72,4,9.3,9.4,8.6,25.3,44.9,45.6,42.2,117.6
GREENSVILLE COUNTY,,,,,113,36,73,4,9.8,7.9,10.5,58.0,66.7,51.1,74.9,285.7
PRINCE GEORGE COUNTY,,,,,379,236,115,28,11.5,11.2,10.3,32.0,52.0,52.4,44.9,125.0
SURRY COUNTY,1,,1,,77,33,41,3,11.3,10.2,11.5,90.9,55.0,54.5,52.1,375.0
SUSSEX COUNTY,,,,,112,46,63,3,9.0,9.9,8.1,81.1,56.5,58.5,53.0,500.0
COLONIAL HEIGHTS CITY,,,,,212,162,43,7,12.5,10.6,38.8,13.4,62.8,55.9,123.9,53.4
EMPORIA CITY,208,40,161,7,80,19,58,3,14.1,7.8,18.1,76.9,70.7,48.1,79.5,500.0
HOPEWELL CITY,533,312,191,30,355,199,139,17,15.9,13.9,18.1,52.6,72.3,71.1,68.1,236.1
PETERSBURG CITY,"1,263",501,707,55,555,91,444,20,16.4,14.1,16.5,59.0,76.2,100.4,70.6,222.2
PLANNING DISTRICT 20,"17,004","9,412","6,394","1,198","16,140","8,901","6,094","1,145",15.0,13.0,17.4,26.7,64.9,59.0,70.3,104.1
ISLE OF WIGHT COUNTY,1,,1,,338,219,114,5,11.4,10.3,14.0,23.5,54.9,50.3,65.4,87.7
SOUTHAMPTON COUNTY,2,1,1,,207,119,85,3,11.8,12.1,11.2,42.9,65.2,68.2,60.1,166.7
CHESAPEAKE CITY,"2,965","1,883",972,110,"2,741","1,769",857,115,13.8,13.0,14.8,22.3,59.6,58.2,60.3,82.9
FRANKLIN CITY,226,93,130,3,128,55,71,2,15.3,14.2,16.1,24.7,73.6,84.5,66.5,100.0
NORFOLK CITY,"5,807","2,777","2,706",324,"4,015","1,604","2,107",304,17.1,13.5,19.8,33.5,73.8,64.1,78.0,128.7
PORTSMOUTH CITY,"4,663","2,465","1,666",532,"1,585",631,899,55,15.8,13.4,17.3,35.1,72.8,67.9,74.3,144.7
SUFFOLK CITY,847,385,447,15,953,441,492,20,15.0,12.7,17.5,24.8,67.5,61.7,72.7,97.1
VIRGINIA BEACH CITY,"2,493","1,808",471,214,"6,173","4,063","1,469",641,14.5,12.9,17.4,24.8,61.0,56.2,65.6,97.6
PLANNING DISTRICT 21,"6,709","3,739","2,574",396,"6,431","3,340","2,665",426,14.1,11.8,16.9,29.7,60.8,54.7,65.5,104.3
JAMES CITY COUNTY,,,,,502,385,91,26,10.4,9.6,12.8,26.7,54.3,52.1,56.9,106.1
YORK COUNTY,1,1,,,628,494,89,45,11.2,10.7,11.3,19.1,51.7,51.2,48.6,67.4
HAMPTON CITY,"1,928",765,982,181,"1,927",838,953,136,13.2,11.2,14.1,33.4,55.4,52.9,53.5,120.1
NEWPORT NEWS CITY,"3,786","2,193","1,426",167,"3,194","1,470","1,509",215,17.7,14.6,20.6,35.4,74.1,65.3,79.7,127.1
POQUOSON CITY,,,,,84,83,1,,7.3,7.4,11.5,,38.4,39.0,83.3,
WILLIAMSBURG CITY,994,780,166,48,96,70,22,4,8.0,7.2,13.4,6.5,22.3,19.8,46.7,13.4
PLANNING DISTRICT 22,524,297,201,26,633,378,229,26,12.3,11.4,12.7,78.5,65.2,66.5,57.9,371.4
ACCOMACK COUNTY,5,4,1,,445,287,136,22,11.6,11.1,11.1,80.6,60.5,63.6,48.9,400.0
NORTHAMPTON COUNTY,519,293,200,26,188,91,93,4,14.4,12.5,16.2,69.0,79.7,77.4,79.5,266.7
PLANNING DISTRICT 23,"23,713","13,151","8,968","1,594","22,571","12,241","8,759","1,571",14.7,12.6,17.3,27.5,63.7,57.8,68.8,104.2
