LEE COUNTY,2,2,,,250,248,,2,10.7,10.7,,14.9
SCOTT COUNTY,,,,,229,223,,6,10.0,10.0,,93.8
WISE COUNTY,284,275,5,4,498,485,8,5,11.9,12.4,3.4,19.2
NORTON CITY,384,375,6,3,41,37,3,1,11.1,11.2,9.3,14.3
PLANNING DISTRICT 2,549,542,3,4,"1,224","1,190",24,10,10.9,10.9,9.2,16.3
BUCHANAN COUNTY,1,1,,,251,249,,2,10.7,11.0,,24.1
DICKENSON COUNTY,,,,,164,163,,1,10.0,10.1,,29.4
RUSSELL COUNTY,,,,,339,335,2,2,11.8,11.8,6.1,39.2
TAZEWELL COUNTY,548,541,3,4,470,443,22,5,10.7,10.5,17.3,11.2
PLANNING DISTRICT 3,"1,637","1,591",21,25,"1,993","1,933",30,30,10.5,10.5,5.6,29.9
BLAND COUNTY,1,1,,,53,52,,1,7.7,7.9,,66.7
CARROLL COUNTY,3,2,,1,289,282,4,3,9.9,9.8,12.7,35.3
GRAYSON COUNTY,,,,,156,156,,,9.8,10.1,,
SMYTH COUNTY,279,269,5,5,369,357,5,7,11.6,11.5,6.7,53.8
WASHINGTON COUNTY,755,737,7,11,536,523,4,9,10.1,10.1,4.3,30.1
WYTHE COUNTY,241,232,4,5,290,278,7,5,10.1,10.1,7.2,27.0
BRISTOL CITY,3,3,,,217,207,6,4,12.5,12.8,5.4,27.6
GALAX CITY,355,347,5,3,83,78,4,1,12.2,12.6,7.7,11.8
PLANNING DISTRICT 4,"1,719","1,593",69,57,"1,712","1,580",72,60,9.9,9.9,8.4,11.2
FLOYD COUNTY,11,11,,,164,157,4,3,11.1,10.9,10.8,68.2
GILES COUNTY,5,5,,,164,164,,,9.5,9.7,,
MONTGOMERY COUNTY,"1,702","1,576",69,57,895,802,40,53,9.9,9.9,9.7,11.4
PULASKI COUNTY,,,,,362,344,16,2,10.3,10.6,7.1,9.6
RADFORD CITY,1,1,,,127,113,12,2,7.9,7.9,8.3,5.0
PLANNING DISTRICT 5,"4,089","3,342",677,70,"3,256","2,580",612,64,12.1,11.3,16.8,13.8
ALLEGHANY COUNTY,1,1,,,173,167,3,3,10.7,11.1,3.0,34.1
BOTETOURT COUNTY,3,3,,,265,255,8,2,8.2,8.4,5.0,6.0
CRAIG COUNTY,1,1,,,38,38,,,7.5,7.6,,
ROANOKE COUNTY,4,3,1,,886,800,59,27,9.8,9.6,11.3,12.3
COVINGTON CITY,,,,,60,55,3,2,9.8,10.7,3.3,25.3
ROANOKE CITY,"3,552","2,856",641,55,"1,587","1,044",518,25,17.1,15.9,20.0,15.7
SALEM CITY,528,478,35,15,247,221,21,5,9.7,9.5,11.8,14.9
PLANNING DISTRICT 6,"3,128","2,847",156,125,"3,047","2,749",173,125,11.0,10.6,11.1,33.2
AUGUSTA COUNTY,"1,125","1,031",86,8,743,710,25,8,10.4,10.5,8.0,18.6
BATH COUNTY,,,,,32,31,,1,7.0,7.4,,28.6
HIGHLAND COUNTY,,,,,14,14,,,5.8,5.8,,
ROCKBRIDGE COUNTY,8,8,,,226,218,7,1,10.5,10.6,8.4,5.7
ROCKINGHAM COUNTY,12,12,,,847,806,18,23,11.4,11.1,11.5,43.7
BUENA VISTA CITY,4,4,,,69,67,2,,10.7,11.1,5.4,
HARRISONBURG CITY,"1,697","1,525",59,113,493,372,35,86,11.2,9.6,10.8,46.3
LEXINGTON CITY,275,261,10,4,27,25,2,,3.9,4.1,3.0,
STAUNTON CITY,4,3,1,,285,242,42,1,11.9,11.6,14.5,4.4
WAYNESBORO CITY,3,3,,,311,264,42,5,14.2,13.8,16.4,19.4
PLANNING DISTRICT 7,"3,040","2,759",129,152,"2,786","2,495",134,157,12.9,12.3,12.3,54.8
CLARKE COUNTY,2,2,,,138,130,5,3,9.5,9.7,5.8,14.9
FREDERICK COUNTY,9,8,,1,984,883,43,58,13.3,12.7,12.2,53.3
PAGE COUNTY,,,,,264,256,6,2,10.9,10.9,9.6,15.9
SHENANDOAH COUNTY,291,261,1,29,491,460,6,25,12.0,11.6,6.6,69.1
WARREN COUNTY,208,190,12,6,505,462,26,17,13.8,13.5,13.0,32.9
WINCHESTER CITY,"2,530","2,298",116,116,404,304,48,52,15.6,13.6,16.2,91.2
PLANNING DISTRICT 8,"33,810","23,220","4,272","6,318","33,839","23,543","3,957","6,339",16.1,15.1,15.1,22.1
ARLINGTON COUNTY,"3,774","2,542",376,856,"2,924","2,166",200,558,13.9,12.7,11.3,25.7
FAIRFAX COUNTY,"19,125","13,332","1,786","4,007","15,334","10,568","1,504","3,262",15.1,14.3,14.8,18.5
LOUDOUN COUNTY,"2,717","2,032",219,466,"5,284","3,713",365,"1,206",18.2,16.5,14.3,30.6
PRINCE WILLIAM COUNTY,"2,097","1,223",581,293,"6,397","4,351","1,235",811,17.5,16.9,16.1,25.8
ALEXANDRIA CITY,"3,881","2,288","1,061",532,"2,595","1,731",543,321,18.0,16.9,17.2,31.8
FAIRFAX CITY,3,3,,,407,278,24,105,17.1,15.4,14.0,25.7
FALLS CHURCH CITY,2,2,,,124,99,6,19,11.1,10.3,12.1,17.9
MANASSAS CITY,"2,211","1,798",249,164,548,451,60,37,15.6,15.8,12.0,21.5
MANASSAS PARK CITY,,,,,226,186,20,20,20.0,20.5,14.2,23.5
PLANNING DISTRICT 9,"1,398","1,087",161,150,"2,145","1,746",238,161,12.8,12.2,11.4,55.7
CULPEPER COUNTY,497,390,78,29,664,527,94,43,14.4,14.1,11.9,42.7
FAUQUIER COUNTY,897,693,83,121,842,670,68,104,12.6,11.3,10.7,74.4
MADISON COUNTY,2,2,,,143,132,10,1,10.5,11.0,6.4,10.0
ORANGE COUNTY,1,1,,,419,348,60,11,12.6,12.3,13.1,31.3
RAPPAHANNOCK COUNTY,1,1,,,77,69,6,2,10.8,10.3,13.5,58.8
PLANNING DISTRICT 10,"3,572","2,869",578,125,"2,858","2,313",436,109,12.6,12.4,13.2,14.1
ALBEMARLE COUNTY,18,18,,,"1,129",922,138,69,12.0,11.6,14.2,14.1
FLUVANNA COUNTY,2,1,,1,323,287,29,7,12.6,13.8,6.4,32.9
GREENE COUNTY,1,1,,,245,229,13,3,13.6,14.0,9.7,12.8
LOUISA COUNTY,5,5,,,396,341,54,1,12.1,13.1,8.5,3.7
NELSON COUNTY,9,9,,,168,143,23,2,11.0,11.0,10.5,25.0
CHARLOTTESVILLE CITY,"3,537","2,835",578,124,597,391,179,27,14.4,12.8,20.2,13.5
PLANNING DISTRICT 11,"2,806","2,118",626,62,"2,857","2,184",604,69,11.6,11.1,13.5,19.2
AMHERST COUNTY,5,5,,,376,310,60,6,11.6,12.1,9.2,14.2
APPOMATTOX COUNTY,,,,,165,132,32,1,11.4,11.7,10.1,18.9
BEDFORD COUNTY,10,10,,,615,564,33,18,9.2,9.2,7.0,24.8
CAMPBELL COUNTY,2,2,,,593,496,87,10,11.2,11.2,10.8,16.4
BEDFORD CITY,193,154,33,6,70,49,18,3,11.1,10.0,13.2,52.6
LYNCHBURG CITY,"2,596","1,947",593,56,"1,038",633,374,31,14.3,12.7,17.9,17.9
,,,,[continued],[continued],,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2008","VIRGINIA, 2008",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"104,990","71,418","23,417","10,155","106,578","73,043","23,305","10,230",13.7,12.7,14.7,23.2
PLANNING DISTRICT 12,"1,791","1,130",610,51,"2,842","2,007",778,57,11.6,10.9,13.0,31.3
FRANKLIN COUNTY,267,220,36,11,595,534,49,12,11.6,11.5,10.2,35.8
HENRY COUNTY,1,1,,,593,450,121,22,10.7,10.7,9.5,45.0
PATRICK COUNTY,3,3,,,173,162,10,1,9.2,9.3,7.8,9.7
PITTSYLVANIA COUNTY,2,1,,1,622,490,123,9,10.2,10.5,8.6,32.7
DANVILLE CITY,954,545,396,13,636,261,367,8,14.2,11.1,17.8,15.7
MARTINSVILLE CITY,564,360,178,26,223,110,108,5,15.3,13.3,17.5,45.5
PLANNING DISTRICT 13,793,385,382,26,881,462,402,17,10.3,9.4,11.3,31.2
BRUNSWICK COUNTY,1,,1,,191,68,120,3,10.9,8.9,12.1,43.5
HALIFAX COUNTY,448,243,202,3,387,224,159,4,10.9,10.3,11.8,18.5
MECKLENBURG COUNTY,344,142,179,23,303,170,123,10,9.4,8.6,10.0,38.5
PLANNING DISTRICT 14,485,274,209,2,"1,144",732,397,15,11.3,11.1,11.4,22.4
AMELIA COUNTY,1,1,,,152,118,33,1,11.9,12.1,10.9,16.4
BUCKINGHAM COUNTY,1,1,,,184,122,61,1,11.5,12.2,10.3,13.7
CHARLOTTE COUNTY,11,11,,,170,122,47,1,13.9,14.6,12.2,24.4
CUMBERLAND COUNTY,,,,,103,68,34,1,10.7,10.9,10.2,11.6
LUNENBURG COUNTY,,,,,128,77,44,7,9.9,9.6,9.2,85.4
NOTTOWAY COUNTY,,,,,192,112,79,1,12.1,11.9,12.3,11.0
PRINCE EDWARD COUNTY,472,261,209,2,215,113,99,3,9.9,8.1,13.0,12.7
PLANNING DISTRICT 15,"15,004","9,441","4,751",812,"12,760","7,942","4,048",770,13.1,12.2,14.3,21.1
CHARLES CITY COUNTY,1,1,,,76,35,37,4,10.5,10.8,10.9,7.0
CHESTERFIELD COUNTY,"3,574","2,592",777,205,"3,725","2,760",760,205,12.3,12.3,11.1,18.3
GOOCHLAND COUNTY,4,3,1,,209,169,39,1,10.0,10.4,8.8,3.3
HANOVER COUNTY,"1,890","1,220",621,49,"1,032",916,89,27,10.3,10.4,8.7,15.9
HENRICO COUNTY,"6,050","3,952","1,610",488,"3,991","2,302","1,237",452,13.6,12.0,14.8,26.5
NEW KENT COUNTY,,,,,156,136,18,2,8.8,9.2,6.6,6.1
POWHATAN COUNTY,3,3,,,265,241,20,4,9.5,10.2,4.7,29.0
RICHMOND CITY,"3,482","1,670","1,742",70,"3,306","1,383","1,848",75,16.4,15.4,17.2,14.3
PLANNING DISTRICT 16,"3,929","2,990",600,339,"4,499","3,332",787,380,14.3,13.5,13.4,38.7
CAROLINE COUNTY,2,2,,,389,289,93,7,14.1,15.1,11.5,16.1
KING GEORGE COUNTY,1,1,,,373,303,58,12,16.1,16.7,12.9,25.1
SPOTSYLVANIA COUNTY,7,7,,,"1,673","1,261",246,166,13.9,13.0,12.6,47.1
STAFFORD COUNTY,23,17,3,3,"1,693","1,253",291,149,13.9,13.2,13.3,31.6
FREDERICKSBURG CITY,"3,896","2,963",597,336,371,226,99,46,16.3,13.0,20.9,68.8
PLANNING DISTRICT 17,8,3,4,1,459,263,189,7,9.0,7.3,12.9,19.8
LANCASTER COUNTY,8,3,4,1,95,47,48,,8.3,5.7,15.4,
NORTHUMBERLAND COUNTY,,,,,101,54,46,1,7.8,5.6,14.3,17.5
RICHMOND COUNTY,,,,,69,51,18,,7.5,8.5,5.8,
WESTMORELAND COUNTY,,,,,194,111,77,6,11.1,9.1,14.9,38.0
PLANNING DISTRICT 18,13,10,2,1,956,757,178,21,10.4,10.2,10.8,16.5
ESSEX COUNTY,5,2,2,1,150,69,79,2,13.5,10.5,18.3,11.0
GLOUCESTER COUNTY,3,3,,,374,344,20,10,9.7,10.1,5.0,17.1
KING AND QUEEN COUNTY,1,1,,,66,46,19,1,9.7,10.2,8.6,8.6
KING WILLIAM COUNTY,3,3,,,207,160,42,5,12.9,12.7,13.6,16.6
MATHEWS COUNTY,1,1,,,72,66,5,1,8.0,8.2,5.2,19.2
MIDDLESEX COUNTY,,,,,87,72,13,2,8.2,8.4,6.5,51.3
PLANNING DISTRICT 19,"1,372",566,769,37,"2,268","1,090","1,109",69,13.1,12.1,13.9,23.9
DINWIDDIE COUNTY,2,1,,1,268,177,85,6,10.3,10.2,10.0,26.8
GREENSVILLE COUNTY,,,,,156,47,104,5,13.0,10.1,14.4,67.6
PRINCE GEORGE COUNTY,,,,,369,232,117,20,10.2,10.5,9.1,18.5
SURRY COUNTY,1,1,,,73,44,29,,10.2,11.8,8.6,
SUSSEX COUNTY,1,,1,,116,51,64,1,9.5,10.3,9.0,17.2
COLONIAL HEIGHTS CITY,,,,,242,171,61,10,13.6,11.4,27.4,18.5
EMPORIA CITY,,,,,59,13,45,1,10.5,5.6,13.7,22.7
HOPEWELL CITY,,,,,382,197,177,8,16.5,14.5,19.4,21.3
PETERSBURG CITY,"1,368",564,768,36,603,158,427,18,18.3,23.8,16.5,40.2
PLANNING DISTRICT 20,"17,678","9,710","6,617","1,351","16,688","9,210","6,187","1,291",14.7,13.0,16.5,25.1
ISLE OF WIGHT COUNTY,2,2,,,384,250,116,18,10.8,9.6,12.8,45.6
SOUTHAMPTON COUNTY,1,1,,,205,107,97,1,11.1,9.8,12.9,12.8
CHESAPEAKE CITY,"2,656","1,493","1,045",118,"2,892","1,778",953,161,13.1,12.2,14.1,23.1
FRANKLIN CITY,282,91,184,7,133,49,79,5,15.0,12.2,16.6,52.1
NORFOLK CITY,"6,681","3,179","2,943",559,"4,088","1,715","2,047",326,17.5,14.7,19.1,32.3
PORTSMOUTH CITY,"4,861","2,893","1,554",414,"1,555",596,903,56,15.5,13.3,16.7,32.9
SUFFOLK CITY,"1,357",734,583,40,"1,090",534,508,48,13.2,11.6,14.6,31.4
VIRGINIA BEACH CITY,"1,838","1,317",308,213,"6,341","4,181","1,484",676,14.6,13.4,16.4,22.1
PLANNING DISTRICT 21,"6,970","3,940","2,590",440,"6,707","3,512","2,735",460,14.2,12.2,16.2,27.5
JAMES CITY COUNTY,3,3,,,602,428,118,56,9.6,8.2,13.2,37.4
YORK COUNTY*,"1,066",754,219,93,580,437,96,47,9.5,8.9,10.9,15.0
HAMPTON CITY,"1,783","1,016",641,126,"1,978",913,946,119,13.6,13.0,13.3,27.2
NEWPORT NEWS CITY,"4,118","2,167","1,730",221,"3,271","1,524","1,537",210,18.2,16.1,19.6,31.2
POQUOSON CITY,,,,,90,87,2,1,7.6,7.7,7.3,3.4
WILLIAMSBURG CITY*,,,,,186,123,36,27,14.9,12.2,21.8,37.7
PLANNING DISTRICT 22,529,349,180,,639,430,204,5,12.4,12.4,12.4,12.3
ACCOMACK COUNTY,,,,,474,330,139,5,12.4,12.4,12.4,14.4
NORTHAMPTON COUNTY,529,349,180,,165,100,65,,12.3,12.4,12.3,
PLANNING DISTRICT 23,"24,648","13,650","9,207","1,791","23,395","12,722","8,922","1,751",14.6,12.8,16.4,25.7
UNKNOWN VA CITY OR COUNTY,,,,,,,,,,,,
"NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.",,,,
"* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.","* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.","* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.","* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.","* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.","* WILLIAMSBURG COMMUNITY HOSPITAL WAS LOCATED IN WILLIAMSBURG CITY UNTIL AUGUST 17, 2006.",IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,IT REOPENED IN YORK COUNTY AS SENTARA WILLIAMSBURG,
REGIONAL MEDICAL CENTER.,,,,,,,,,,,,
