LEE COUNTY,3,3,,,265,261,3,1,10.5,11.0,2.2,6.8
SCOTT COUNTY,,,,,224,222,1,1,9.9,10.1,2.0,15.6
WISE COUNTY,265,256,4,5,524,512,5,7,12.5,13.1,2.0,24.9
NORTON CITY,399,389,3,7,62,58,2,2,16.7,17.6,5.8,29.9
PLANNING DISTRICT 2,483,479,2,2,"1,150","1,131",10,9,10.2,10.3,3.2,14.2
BUCHANAN COUNTY,2,2,,,207,206,,1,9.1,9.4,,12.7
DICKENSON COUNTY,,,,,158,156,,2,9.8,9.9,,52.6
RUSSELL COUNTY,,,,,303,298,1,4,10.4,10.3,2.7,76.9
TAZEWELL COUNTY,481,477,2,2,482,471,9,2,10.7,11.0,5.4,4.3
PLANNING DISTRICT 3,"1,518","1,467",33,18,"1,920","1,852",47,21,10.1,10.1,8.7,20.2
BLAND COUNTY,,,,,49,47,2,,7.2,7.3,6.4,
CARROLL COUNTY,2,2,,,288,284,1,3,9.9,9.9,3.1,35.3
GRAYSON COUNTY,,,,,122,118,4,,7.7,7.7,9.6,
SMYTH COUNTY,247,240,6,1,321,312,5,4,10.1,10.1,6.5,30.3
WASHINGTON COUNTY,662,644,8,10,517,507,6,4,9.8,9.8,6.5,13.0
WYTHE COUNTY,239,233,2,4,278,270,5,3,9.6,9.8,5.0,15.9
BRISTOL CITY,2,2,,,218,198,13,7,12.3,12.1,11.4,49.6
GALAX CITY,366,346,17,3,127,116,11,,18.5,18.5,21.4,
PLANNING DISTRICT 4,"1,612","1,466",69,77,"1,615","1,454",78,83,9.2,9.1,8.8,15.6
FLOYD COUNTY,9,9,,,148,144,3,1,9.9,9.9,7.9,28.6
GILES COUNTY,10,10,,,173,172,,1,10.0,10.2,,17.2
MONTGOMERY COUNTY,"1,592","1,446",69,77,840,730,36,74,9.2,8.9,8.3,16.4
PULASKI COUNTY,1,1,,,321,294,23,4,9.2,9.0,10.0,19.0
RADFORD CITY,,,,,133,114,16,3,8.2,8.0,11.0,5.8
PLANNING DISTRICT 5,"4,079","3,361",626,92,"3,224","2,567",567,90,11.9,11.2,15.3,18.4
ALLEGHANY COUNTY,4,4,,,154,145,9,,9.5,9.6,9.2,
BOTETOURT COUNTY,8,8,,,262,256,3,3,8.0,8.4,1.9,9.3
CRAIG COUNTY,1,1,,,50,49,,1,10.1,10.0,,50.0
ROANOKE COUNTY,3,3,,,883,778,66,39,9.7,9.4,12.1,16.1
COVINGTON CITY,,,,,59,56,1,2,9.6,11.0,1.0,23.3
ROANOKE CITY,"3,571","2,916",591,64,"1,541","1,037",465,39,16.3,15.5,17.8,24.6
SALEM CITY,492,429,35,28,275,246,23,6,10.8,10.6,12.4,17.3
PLANNING DISTRICT 6,"3,127","2,828",133,166,"3,067","2,753",145,169,11.0,10.6,8.9,42.7
AUGUSTA COUNTY,"1,109","1,021",71,17,704,676,21,7,9.8,9.9,6.0,17.0
BATH COUNTY,1,1,,,26,25,1,,5.8,6.1,2.8,
HIGHLAND COUNTY,,,,,14,14,,,6.0,6.0,,
ROCKBRIDGE COUNTY,,,,,233,222,6,5,10.9,11.0,7.1,28.6
ROCKINGHAM COUNTY,18,18,,,887,836,11,40,11.8,11.5,6.6,79.2
BUENA VISTA CITY,4,4,,,57,54,3,,9.2,9.3,7.9,
HARRISONBURG CITY,"1,754","1,562",48,144,498,362,36,100,11.0,9.1,10.7,48.4
LEXINGTON CITY,236,217,14,5,39,33,3,3,5.7,5.5,4.5,14.9
STAUNTON CITY,3,3,,,287,245,37,5,12.0,11.8,12.6,21.6
WAYNESBORO CITY,2,2,,,322,286,27,9,14.5,14.8,10.4,33.7
PLANNING DISTRICT 7,"2,751","2,520",129,102,"2,585","2,352",112,121,11.9,11.6,9.8,41.9
CLARKE COUNTY,3,3,,,123,106,9,8,8.4,7.9,9.9,44.2
FREDERICK COUNTY,9,9,,,918,839,34,45,12.2,12.0,9.0,38.1
PAGE COUNTY,,,,,243,236,5,2,10.1,10.1,7.7,17.9
SHENANDOAH COUNTY,134,123,2,9,455,436,8,11,11.1,11.0,8.5,33.3
WARREN COUNTY,335,316,15,4,454,420,18,16,12.4,12.3,8.6,32.8
WINCHESTER CITY,"2,270","2,069",112,89,392,315,38,39,14.9,13.9,12.4,65.4
PLANNING DISTRICT 8,"33,727","22,715","4,508","6,504","33,972","23,107","4,178","6,687",15.7,14.5,15.1,22.2
ARLINGTON COUNTY,"3,805","2,169",439,"1,197","2,935","1,915",236,784,13.5,10.8,12.4,36.9
FAIRFAX COUNTY,"18,877","12,905","1,888","4,084","15,499","10,531","1,557","3,411",14.9,14.1,14.9,18.3
LOUDOUN COUNTY,"2,664","2,140",175,349,"5,030","3,602",302,"1,126",16.7,15.5,11.4,26.4
PRINCE WILLIAM COUNTY,"2,165","1,226",632,307,"6,622","4,324","1,398",900,17.5,16.4,17.0,27.1
ALEXANDRIA CITY,"3,921","2,470","1,081",370,"2,558","1,720",556,282,17.1,16.3,16.2,27.8
FAIRFAX CITY,5,4,,1,368,255,31,82,14.9,13.8,17.0,19.0
FALLS CHURCH CITY,1,1,,,152,116,7,29,12.7,11.4,10.9,25.6
MANASSAS CITY,"2,288","1,799",293,196,580,468,69,43,15.9,15.9,13.4,22.2
MANASSAS PARK CITY,1,1,,,228,176,22,30,18.9,18.4,14.0,32.5
PLANNING DISTRICT 9,"1,300","1,015",147,138,"1,951","1,584",219,148,11.6,11.0,10.3,50.4
CULPEPER COUNTY,440,351,70,19,641,510,101,30,13.8,13.6,12.6,29.2
FAUQUIER COUNTY,854,658,77,119,750,581,65,104,11.0,9.7,10.1,70.7
MADISON COUNTY,3,3,,,139,130,8,1,10.1,10.8,5.0,9.7
ORANGE COUNTY,2,2,,,351,297,44,10,10.4,10.4,9.2,32.6
RAPPAHANNOCK COUNTY,1,1,,,70,66,1,3,10.0,10.1,2.2,96.8
PLANNING DISTRICT 10,"3,433","2,759",532,142,"2,741","2,193",420,128,11.9,11.6,12.7,16.5
ALBEMARLE COUNTY,11,11,,,"1,082",896,109,77,11.4,11.2,11.3,15.2
FLUVANNA COUNTY,,,,,294,253,38,3,11.4,12.0,8.3,17.5
GREENE COUNTY,5,5,,,254,228,22,4,13.8,13.5,16.0,19.7
LOUISA COUNTY,5,5,,,399,333,61,5,12.1,12.6,9.7,19.7
NELSON COUNTY,6,5,,1,141,119,19,3,9.1,9.0,8.8,35.3
CHARLOTTESVILLE CITY,"3,406","2,733",532,141,571,364,171,36,13.5,11.6,19.0,18.3
PLANNING DISTRICT 11,"2,634","1,974",587,73,"2,707","2,065",569,73,10.9,10.4,12.6,19.8
AMHERST COUNTY,1,1,,,320,244,73,3,9.9,9.5,11.4,7.2
APPOMATTOX COUNTY,1,1,,,168,128,39,1,11.5,11.4,12.1,17.2
BEDFORD COUNTY,3,3,,,624,581,27,16,9.3,9.4,5.7,22.1
CAMPBELL COUNTY,,,,,514,443,66,5,9.7,10.0,8.2,8.5
BEDFORD CITY,183,156,23,4,58,46,11,1,9.1,9.3,8.4,12.3
LYNCHBURG CITY,"2,446","1,813",564,69,"1,023",623,353,47,13.8,12.3,16.5,25.8
,,,,[continued],[continued],,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2009","VIRGINIA, 2009",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"103,061","69,272","23,185","10,604","104,979","71,118","23,017","10,844",13.3,12.3,14.2,23.4
PLANNING DISTRICT 12,"1,756","1,079",629,48,"2,712","1,885",770,57,11.0,10.2,12.9,29.3
FRANKLIN COUNTY,280,225,44,11,593,528,53,12,11.4,11.3,11.1,35.1
HENRY COUNTY,1,1,,,559,431,116,12,10.2,10.2,9.4,23.2
PATRICK COUNTY,,,,,143,130,11,2,7.7,7.5,9.3,17.4
PITTSYLVANIA COUNTY,,,,,574,453,113,8,9.3,9.7,7.8,27.8
DANVILLE CITY,970,527,423,20,640,247,376,17,14.4,10.6,18.3,29.7
MARTINSVILLE CITY,505,326,162,17,203,96,101,6,13.9,11.5,16.3,55.6
PLANNING DISTRICT 13,730,365,333,32,864,455,388,21,10.2,9.2,11.1,37.1
BRUNSWICK COUNTY,,,,,163,57,103,3,9.3,7.6,10.4,39.0
HALIFAX COUNTY,448,253,192,3,388,242,144,2,11.0,11.0,11.0,9.1
MECKLENBURG COUNTY,282,112,141,29,313,156,141,16,9.8,7.9,11.8,59.5
PLANNING DISTRICT 14,433,229,191,13,"1,122",700,387,35,11.0,10.5,11.1,51.6
AMELIA COUNTY,,,,,159,123,30,6,12.3,12.6,9.9,82.2
BUCKINGHAM COUNTY,,,,,191,116,75,,11.9,11.5,12.6,
CHARLOTTE COUNTY,9,9,,,129,84,42,3,10.7,10.2,11.3,71.4
CUMBERLAND COUNTY,2,2,,,118,72,44,2,12.1,11.4,13.0,24.7
LUNENBURG COUNTY,,,,,133,84,36,13,10.4,10.5,7.6,206.3
NOTTOWAY COUNTY,,,,,184,100,75,9,11.6,10.5,12.0,90.0
PRINCE EDWARD COUNTY,422,218,191,13,208,121,85,2,9.3,8.4,11.1,8.1
PLANNING DISTRICT 15,"14,881","9,161","4,711","1,009","12,630","7,686","4,008",936,12.9,11.7,14.0,24.1
CHARLES CITY COUNTY,2,2,,,46,19,20,7,6.4,5.6,6.2,11.9
CHESTERFIELD COUNTY,"3,620","2,600",816,204,"3,739","2,668",778,293,12.2,11.9,11.2,23.9
GOOCHLAND COUNTY,2,2,,,179,151,24,4,8.4,9.2,5.3,15.1
HANOVER COUNTY,"1,883","1,191",626,66,970,837,96,37,9.7,9.5,9.3,21.4
HENRICO COUNTY,"5,815","3,824","1,533",458,"4,086","2,369","1,263",454,13.8,12.2,14.9,24.9
NEW KENT COUNTY,1,1,,,172,154,16,2,9.5,10.2,5.9,6.3
POWHATAN COUNTY,2,2,,,243,225,12,6,8.7,9.5,2.9,44.4
RICHMOND CITY,"3,556","1,539","1,736",281,"3,195","1,263","1,799",133,15.6,13.8,16.7,24.6
PLANNING DISTRICT 16,"3,796","2,858",661,277,"4,328","3,197",813,318,13.5,12.8,13.5,31.6
CAROLINE COUNTY,3,3,,,397,299,86,12,14.2,15.5,10.7,26.0
KING GEORGE COUNTY,2,2,,,288,233,49,6,12.2,12.6,10.7,13.0
SPOTSYLVANIA COUNTY,7,6,1,,"1,552","1,171",258,123,12.8,12.0,12.9,33.8
STAFFORD COUNTY,238,172,48,18,"1,698","1,246",308,144,13.7,12.9,13.7,29.8
FREDERICKSBURG CITY,"3,546","2,675",612,259,393,248,112,33,16.9,14.2,22.1,49.3
PLANNING DISTRICT 17,5,2,3,,460,287,166,7,9.0,8.0,11.4,19.9
LANCASTER COUNTY,2,1,1,,80,47,33,,7.1,5.8,10.7,
NORTHUMBERLAND COUNTY,3,1,2,,111,63,47,1,8.5,6.6,14.2,13.9
RICHMOND COUNTY,,,,,76,56,18,2,8.5,9.5,6.0,32.8
WESTMORELAND COUNTY,,,,,193,121,68,4,10.9,9.8,13.2,28.2
PLANNING DISTRICT 18,7,6,1,,934,760,156,18,10.0,10.1,9.4,14.0
ESSEX COUNTY,1,1,,,150,85,65,,13.4,12.9,14.8,
GLOUCESTER COUNTY,3,2,1,,365,334,21,10,9.3,9.7,5.3,16.6
KING AND QUEEN COUNTY,,,,,52,37,15,,7.7,8.2,6.9,
KING WILLIAM COUNTY,3,3,,,211,169,36,6,13.0,13.2,11.6,20.9
MATHEWS COUNTY,,,,,68,61,5,2,7.6,7.7,5.1,39.2
MIDDLESEX COUNTY,,,,,88,74,14,,8.2,8.5,6.9,
PLANNING DISTRICT 19,"1,457",598,808,51,"2,332","1,089","1,148",95,13.4,12.0,14.3,31.6
DINWIDDIE COUNTY,,,,,230,177,51,2,8.7,10.1,6.0,8.7
GREENSVILLE COUNTY,,,,,122,35,81,6,10.1,7.5,11.1,75.0
PRINCE GEORGE COUNTY,1,1,,,403,262,119,22,10.9,11.6,8.9,19.6
SURRY COUNTY,1,,1,,78,39,39,,11.0,10.4,11.8,
SUSSEX COUNTY,,,,,117,52,62,3,9.7,10.4,8.8,56.6
COLONIAL HEIGHTS CITY,,,,,259,173,72,14,14.5,11.6,31.0,24.1
EMPORIA CITY,2,,2,,43,9,33,1,7.6,3.9,10.1,21.3
HOPEWELL CITY,4,1,3,,413,198,196,19,17.9,14.5,21.5,51.8
PETERSBURG CITY,"1,449",596,802,51,667,144,495,28,20.2,22.1,19.1,57.0
PLANNING DISTRICT 20,"17,439","9,682","6,408","1,349","16,404","9,120","5,987","1,297",14.4,12.9,15.9,24.4
ISLE OF WIGHT COUNTY,3,,3,,370,250,112,8,10.3,9.4,12.5,20.5
SOUTHAMPTON COUNTY,,,,,169,96,67,6,9.1,8.9,8.9,69.8
CHESAPEAKE CITY,"2,739","1,539","1,062",138,"2,785","1,676",957,152,12.5,11.4,14.0,20.7
FRANKLIN CITY,263,78,177,8,133,43,88,2,15.1,10.9,18.5,18.9
NORFOLK CITY,"6,490","3,118","2,790",582,"3,842","1,707","1,818",317,16.5,14.7,17.1,30.0
PORTSMOUTH CITY,"4,757","2,953","1,454",350,"1,623",638,939,46,16.3,14.5,17.5,26.5
SUFFOLK CITY,"1,342",718,585,39,"1,158",546,558,54,13.8,11.7,15.8,33.0
VIRGINIA BEACH CITY,"1,845","1,276",337,232,"6,324","4,164","1,448",712,14.6,13.4,16.0,22.7
PLANNING DISTRICT 21,"6,772","3,765","2,514",493,"6,630","3,469","2,655",506,13.6,11.8,15.2,28.6
JAMES CITY COUNTY,8,8,,,644,475,113,56,10.1,9.0,12.4,33.5
YORK COUNTY,"1,038",765,186,87,618,470,73,75,10.1,9.6,8.2,22.8
HAMPTON CITY,"1,246",785,362,99,"1,936",885,930,121,13.4,12.8,13.2,27.1
NEWPORT NEWS CITY,"4,479","2,206","1,966",307,"3,206","1,476","1,495",235,16.6,14.5,17.8,32.5
POQUOSON CITY,1,1,,,84,79,,5,7.1,7.1,,15.9
WILLIAMSBURG CITY,,,,,142,84,44,14,11.2,8.2,25.9,19.0
PLANNING DISTRICT 22,454,295,153,6,556,359,183,14,10.7,10.2,11.2,35.4
ACCOMACK COUNTY,1,1,,,428,285,131,12,11.1,10.5,11.9,35.5
NORTHAMPTON COUNTY,453,294,153,6,128,74,52,2,9.5,9.0,9.9,35.1
PLANNING DISTRICT 23,"24,211","13,447","8,922","1,842","23,034","12,589","8,642","1,803",14.2,12.6,15.7,25.4
UNKNOWN VA CITY OR COUNTY,,,,,,,,,,,,
"NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.",,,,
