,,,,,,TABLE 1,TABLE 1,,,,,,,,,
ARLINGTON COUNTY,"3,056","2,081",423,552,"2,715","2,079",276,360,14.3,15.9,15.6,8.7,54.5,62.4,57.6,30.7
FAIRFAX COUNTY,"17,423","13,169","1,689","2,565","14,673","10,481","1,392","2,800",15.1,15.5,16.8,13.4,66.8,73.2,62.5,51.6
LOUDOUN COUNTY,"1,508","1,274",115,119,"3,646","3,113",213,320,21.5,22.2,18.2,18.3,87.8,91.8,72.0,68.7
PRINCE WILLIAM COUNTY,"2,080","1,438",475,167,"5,046","3,674",983,389,18.0,19.0,18.7,11.3,73.8,81.2,68.4,44.2
ALEXANDRIA CITY,"3,386","1,611",936,839,"2,432","1,184",667,581,19.0,15.4,23.1,25.6,68.8,58.3,80.0,86.7
FAIRFAX CITY,2,2,,,264,204,19,41,12.3,13.0,17.4,8.7,54.7,63.1,61.1,32.1
FALLS CHURCH CITY,1,1,,,126,114,2,10,12.1,12.9,5.9,8.2,60.0,67.7,21.3,31.1
MANASSAS CITY,"1,793","1,558",166,69,772,648,83,41,22.0,25.6,18.3,7.8,92.4,108.5,73.6,32.6
MANASSAS PARK CITY,,,,,208,184,13,11,20.2,24.6,11.3,6.7,79.8,98.7,42.2,25.5
PLANNING DISTRICT 9,982,851,106,25,"1,718","1,493",186,39,12.7,13.0,11.3,10.7,63.2,64.5,56.9,50.0
CULPEPER COUNTY,390,316,59,15,481,382,77,22,14.0,14.2,12.4,17.9,68.6,68.9,63.5,85.6
FAUQUIER COUNTY,585,528,47,10,704,645,47,12,12.8,13.2,9.7,7.7,61.0,63.0,49.4,33.5
MADISON COUNTY,4,4,,,111,99,10,2,8.9,9.1,7.0,8.5,45.5,47.0,35.5,37.7
ORANGE COUNTY,3,3,,,324,274,50,,12.5,12.5,14.0,,66.0,67.4,65.8,
RAPPAHANNOCK COUNTY,,,,,98,93,2,3,14.0,14.4,5.3,22.4,76.9,78.5,31.7,111.1
PLANNING DISTRICT 10,"3,060","2,350",550,160,"2,534","1,982",427,125,12.7,12.4,14.2,13.2,53.0,53.3,55.7,41.9
ALBEMARLE COUNTY,13,12,,1,"1,054",872,117,65,13.3,12.9,15.3,15.8,61.3,61.0,64.3,59.3
FLUVANNA COUNTY,2,1,1,,219,177,38,4,10.9,11.1,10.3,9.3,47.0,51.6,33.1,47.1
GREENE COUNTY,1,1,,,225,202,17,6,14.8,14.6,17.3,15.4,67.6,66.7,74.9,80.0
LOUISA COUNTY,7,7,,,328,274,51,3,12.8,14.0,9.2,6.3,62.3,67.7,45.2,34.5
NELSON COUNTY,1,1,,,158,126,27,5,10.9,10.6,12.6,14.1,59.4,58.3,63.4,70.4
CHARLOTTESVILLE CITY,"3,036","2,328",549,159,550,331,177,42,12.2,10.6,17.7,11.3,37.4,32.4,60.7,26.8
PLANNING DISTRICT 11,"2,673","1,934",679,60,"2,729","2,066",600,63,11.9,11.4,14.4,11.4,55.8,54.5,62.4,46.3
AMHERST COUNTY,3,3,,,338,266,66,6,10.6,10.7,10.5,7.4,47.8,48.4,47.8,32.1
APPOMATTOX COUNTY,1,1,,,162,117,44,1,11.8,11.2,14.0,6.4,59.6,59.4,61.1,34.5
BEDFORD COUNTY,6,6,,,609,585,20,4,10.1,10.5,5.3,4.2,50.8,53.3,25.8,17.2
CAMPBELL COUNTY,2,2,,,664,519,130,15,13.0,12.2,17.3,14.3,63.3,60.3,78.2,71.1
BEDFORD CITY,190,152,35,3,111,82,24,5,17.6,17.3,17.0,34.7,93.2,97.5,74.5,178.6
LYNCHBURG CITY,"2,471","1,770",644,57,845,497,316,32,12.9,11.4,16.3,13.3,54.7,49.6,66.4,47.5
,,,,,,[continued],,,,,,,,,,
,,,,,TABLE 1,TABLE 1,TABLE 1,,,,,,,,,
,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RAC,,,,
,"WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-4",,,,
,,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,,,
,,,,,"VIRGINIA, 2000","VIRGINIA, 2000","VIRGINIA, 2000",,,,,,,,,
PLANNING DISTRICT,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,,,,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,,,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"96,759","67,232","22,302","7,225","98,864","69,090","22,298","7,476",14.0,13.5,16.0,13.2,62.2,62.7,65.7,50.8
PLANNING DISTRICT 12,"2,158","1,424",666,68,"2,910","2,008",826,76,11.6,10.9,13.5,15.1,58.5,57.8,59.1,71.4
FRANKLIN COUNTY,286,240,39,7,534,478,50,6,11.3,11.4,11.3,7.5,57.0,58.0,52.9,32.8
HENRY COUNTY,2,2,,,642,472,134,36,11.1,10.9,10.2,21.4,55.7,57.0,46.5,100.6
PATRICK COUNTY,124,115,9,,171,161,8,2,8.8,9.0,6.7,5.0,45.8,47.4,30.9,26.0
PITTSYLVANIA COUNTY,1,1,,,749,561,185,3,12.1,12.1,12.7,3.6,59.8,61.0,58.4,17.5
DANVILLE CITY,"1,164",696,452,16,585,231,339,15,12.1,8.9,15.9,15.2,61.0,54.7,65.8,71.4
MARTINSVILLE CITY,581,370,166,45,229,105,110,14,14.9,12.3,16.8,43.8,75.5,75.1,70.2,212.1
PLANNING DISTRICT 13,849,426,408,15,990,494,479,17,11.2,10.0,12.8,12.3,61.0,58.1,64.0,70.5
BRUNSWICK COUNTY,,,,,185,61,120,4,10.0,7.9,11.5,18.8,54.4,50.2,55.8,117.6
HALIFAX COUNTY,533,286,245,2,473,267,204,2,12.7,11.9,14.4,3.2,67.5,65.8,72.1,17.4
MECKLENBURG COUNTY,316,140,163,13,332,166,155,11,10.3,8.7,12.2,20.2,57.1,51.4,62.0,119.6
PLANNING DISTRICT 14,387,191,185,11,995,606,378,11,10.2,10.1,10.7,5.8,52.8,51.6,56.3,28.6
AMELIA COUNTY,,,,,152,112,40,,13.3,13.9,12.5,,65.9,68.5,62.1,
BUCKINGHAM COUNTY,1,1,,,96,53,42,1,6.1,5.7,6.9,3.5,35.6,33.1,40.2,20.4
CHARLOTTE COUNTY,5,5,,,158,91,65,2,12.7,11.1,15.8,10.1,67.0,60.9,78.8,51.3
CUMBERLAND COUNTY,2,2,,,90,58,31,1,10.0,10.7,9.2,5.1,48.8,54.5,41.7,25.6
LUNENBURG COUNTY,,,,,95,63,31,1,7.2,8.1,6.1,3.3,45.6,49.3,40.7,21.7
NOTTOWAY COUNTY,,,,,188,113,75,,12.0,12.6,11.8,,67.9,71.7,66.3,
PRINCE EDWARD COUNTY,379,183,185,11,216,116,94,6,11.0,9.5,13.3,15.1,45.1,37.4,60.2,48.4
PLANNING DISTRICT 15,"13,021","8,311","4,207",503,"11,919","7,499","3,916",504,13.8,13.0,15.9,11.5,59.8,59.6,62.8,45.4
CHARLES CITY COUNTY,1,1,,,73,33,36,4,10.5,13.4,9.5,6.1,51.5,70.4,44.6,28.4
CHESTERFIELD COUNTY,"2,260","1,821",349,90,"3,410","2,585",657,168,13.1,13.0,14.2,11.8,58.0,60.5,51.3,51.1
GOOCHLAND COUNTY,,,,,203,151,49,3,12.0,12.3,11.3,10.8,60.5,63.3,53.3,56.6
HANOVER COUNTY,656,539,101,16,"1,060",939,97,24,12.3,12.3,12.0,11.9,57.7,57.8,58.4,50.1
HENRICO COUNTY,"6,023","4,436","1,282",305,"3,700","2,432","1,022",246,14.1,13.5,15.8,14.7,60.8,62.2,58.7,56.2
NEW KENT COUNTY,,,,,157,130,25,2,11.7,12.0,11.5,4.2,56.2,57.0,59.7,20.6
POWHATAN COUNTY,2,2,,,259,235,24,,11.6,12.9,6.3,,60.6,62.3,55.3,
RICHMOND CITY,"4,079","1,512","2,475",92,"3,057",994,"2,006",57,15.5,13.1,17.7,6.4,62.0,52.8,71.9,21.9
PLANNING DISTRICT 16,"2,917","2,337",454,126,"3,593","2,879",569,145,14.9,15.0,15.3,11.9,64.5,65.4,65.3,48.6
CAROLINE COUNTY,2,2,,,267,179,81,7,12.1,12.9,10.7,10.4,59.0,62.3,53.3,54.3
KING GEORGE COUNTY,1,1,,,243,196,41,6,14.5,15.0,13.0,10.0,66.1,69.5,57.0,44.8
SPOTSYLVANIA COUNTY,8,7,,1,"1,309","1,097",164,48,14.5,14.6,14.6,11.4,64.2,65.4,62.3,48.2
STAFFORD COUNTY,4,4,,,"1,379","1,130",200,49,14.9,14.9,17.8,9.0,64.4,65.6,70.8,35.6
FREDERICKSBURG CITY,"2,902","2,323",454,125,395,277,83,35,20.5,19.6,21.1,28.3,69.7,64.4,81.8,100.0
PLANNING DISTRICT 17,279,123,149,7,459,252,191,16,9.3,7.5,13.0,14.7,58.5,52.8,66.3,85.6
LANCASTER COUNTY,278,123,148,7,111,50,59,2,9.6,6.2,17.7,14.7,63.7,49.9,82.2,87.0
NORTHUMBERLAND COUNTY,,,,,99,58,40,1,8.1,6.6,12.3,6.6,54.3,51.9,58.4,47.6
RICHMOND COUNTY,1,,1,,81,49,27,5,9.2,8.6,9.2,27.6,60.0,53.1,68.5,151.5
WESTMORELAND COUNTY,,,,,168,95,65,8,10.0,8.7,12.6,12.9,57.4,54.9,59.9,72.7
PLANNING DISTRICT 18,9,6,3,,943,756,175,12,11.3,11.5,11.0,5.3,57.2,59.2,54.5,23.1
ESSEX COUNTY,3,1,2,,120,59,61,,12.0,10.2,15.6,,61.8,57.1,71.4,
GLOUCESTER COUNTY,5,5,,,405,366,33,6,11.6,12.1,9.2,5.7,54.7,57.1,46.4,22.1
KING AND QUEEN COUNTY,,,,,63,42,21,,9.5,10.3,8.9,,48.8,54.5,43.8,
KING WILLIAM COUNTY,1,,1,,197,152,41,4,15.0,15.7,13.7,9.0,69.6,72.3,65.0,41.2
MATHEWS COUNTY,,,,,75,67,7,1,8.1,8.3,6.8,7.5,50.9,52.7,41.2,31.3
MIDDLESEX COUNTY,,,,,83,70,12,1,8.4,9.0,6.0,7.4,53.2,59.6,32.9,45.5
PLANNING DISTRICT 19,"2,098",917,"1,095",86,"2,150",962,"1,111",77,12.9,11.2,14.7,13.5,63.0,58.5,67.9,58.7
DINWIDDIE COUNTY,,,,,246,158,85,3,10.0,10.0,10.3,6.8,48.7,48.3,50.4,29.7
GREENSVILLE COUNTY,,,,,98,37,59,2,8.5,8.2,8.5,13.2,57.9,52.9,61.0,80.0
PRINCE GEORGE COUNTY,,,,,406,257,118,31,12.3,12.8,11.0,14.4,55.7,59.7,47.7,60.8
SURRY COUNTY,2,2,,,79,32,47,,11.6,10.0,13.3,,56.4,53.6,60.6,
SUSSEX COUNTY,,,,,138,48,84,6,11.0,10.5,10.8,32.4,69.7,62.7,71.1,171.4
COLONIAL HEIGHTS CITY,,,,,193,152,36,5,11.4,10.1,34.0,6.4,57.2,53.3,107.1,26.6
EMPORIA CITY,155,24,125,6,93,24,66,3,16.4,10.0,20.7,38.0,82.2,61.2,90.9,230.8
HOPEWELL CITY,512,303,186,23,371,184,174,13,16.6,13.2,23.2,13.7,75.6,68.0,87.5,61.0
PETERSBURG CITY,"1,429",588,784,57,526,70,442,14,15.6,11.2,16.6,16.5,72.2,82.4,70.9,70.0
PLANNING DISTRICT 20,"17,245","9,838","6,270","1,137","16,463","9,351","6,000","1,112",15.3,14.1,17.7,15.0,66.2,64.1,70.9,61.3
ISLE OF WIGHT COUNTY,,,,,364,253,107,4,12.2,12.0,13.3,7.6,59.2,58.8,62.0,32.8
SOUTHAMPTON COUNTY,,,,,160,88,71,1,9.2,9.0,9.5,4.9,50.4,50.8,50.6,23.8
CHESAPEAKE CITY,"2,927","1,867",926,134,"2,834","1,849",886,99,14.2,13.9,15.6,10.8,61.6,62.2,63.5,42.8
FRANKLIN CITY,242,120,119,3,114,31,81,2,13.7,8.1,18.6,12.2,65.6,48.4,76.3,57.1
NORFOLK CITY,"5,594","2,641","2,619",334,"3,984","1,667","2,019",298,17.0,14.7,19.5,16.9,73.2,70.1,76.7,69.4
PORTSMOUTH CITY,"5,188","3,042","1,685",461,"1,544",608,898,38,15.4,13.2,17.6,10.6,70.9,67.2,75.5,46.4
SUFFOLK CITY,840,383,447,10,"1,008",505,481,22,15.8,14.7,17.4,13.0,71.4,71.8,71.8,56.6
VIRGINIA BEACH CITY,"2,454","1,785",474,195,"6,455","4,350","1,457",648,15.2,14.3,18.1,15.8,63.8,62.5,67.8,63.9
PLANNING DISTRICT 21,"6,964","3,959","2,625",380,"6,518","3,466","2,670",382,14.3,12.6,17.6,13.4,61.6,58.9,68.0,49.7
JAMES CITY COUNTY,1,1,,,487,372,99,16,10.1,9.4,14.3,9.3,52.7,51.1,63.4,40.6
YORK COUNTY,,,,,719,552,105,62,12.8,12.3,13.9,16.6,59.2,58.8,59.6,62.7
HAMPTON CITY,"2,097",864,"1,068",165,"2,023",938,967,118,13.8,12.9,14.8,14.0,58.1,61.6,56.1,51.0
NEWPORT NEWS CITY,"3,762","2,240","1,342",180,"3,126","1,456","1,485",185,17.4,15.1,21.1,13.8,72.5,68.2,81.5,52.4
POQUOSON CITY,,,,,104,101,2,1,9.0,9.1,25.6,2.8,47.5,48.0,181.8,13.5
WILLIAMSBURG CITY,"1,104",854,215,35,59,47,12,,4.9,4.9,7.5,,13.7,13.6,26.2,
PLANNING DISTRICT 22,520,293,225,2,616,357,253,6,12.0,11.4,14.3,2.5,63.4,67.2,65.1,11.7
ACCOMACK COUNTY,,,,,465,283,178,4,12.1,11.7,14.7,2.1,63.3,67.3,65.0,9.8
NORTHAMPTON COUNTY,520,293,225,2,151,74,75,2,11.5,10.6,13.3,4.1,64.0,66.8,65.3,19.2
PLANNING DISTRICT 23,"24,209","13,797","8,895","1,517","22,981","12,817","8,670","1,494",15.0,13.6,17.6,14.6,64.9,62.6,70.0,57.8
UNKNOWN VA CITY OR COUNTY,,,,,2,1,1,,,,,,,,,
