LEE COUNTY,2,2,,,267,267,,,10.6,11.2,,
SCOTT COUNTY,1,1,,,205,201,,4,8.9,8.8,,37.4
WISE COUNTY,203,200,3,,396,383,7,6,9.5,9.8,3.0,26.4
NORTON CITY,354,343,3,8,58,55,,3,14.3,15.0,,37.5
PLANNING DISTRICT 2,436,429,5,2,"1,080","1,064",11,5,9.6,9.7,4.2,7.6
BUCHANAN COUNTY,,,,,216,215,1,,9.2,9.4,1.5,
DICKENSON COUNTY,,,,,183,181,2,,11.6,11.6,18.7,
RUSSELL COUNTY,,,,,263,260,1,2,9.1,9.2,2.9,17.2
TAZEWELL COUNTY,436,429,5,2,418,408,7,3,9.3,9.5,4.6,7.6
PLANNING DISTRICT 3,"1,416","1,363",23,30,"1,837","1,769",38,30,9.5,9.5,7.0,22.0
BLAND COUNTY,1,1,,,53,52,1,,7.8,8.0,3.9,
CARROLL COUNTY,3,3,,,237,233,1,3,7.9,7.9,3.4,16.7
GRAYSON COUNTY,,,,,117,116,1,,7.6,7.8,2.5,
SMYTH COUNTY,6,5,1,,327,314,3,10,10.2,10.1,3.7,60.6
WASHINGTON COUNTY,783,757,8,18,539,522,10,7,9.8,9.8,10.7,17.7
WYTHE COUNTY,320,303,5,12,310,299,3,8,10.6,10.7,2.9,37.0
BRISTOL CITY,2,2,,,143,128,13,2,8.1,7.8,11.1,8.9
GALAX CITY,301,292,9,,111,105,6,,15.9,16.5,11.5,
PLANNING DISTRICT 4,"1,660","1,531",64,65,"1,638","1,505",66,67,9.2,9.3,7.6,9.7
FLOYD COUNTY,9,7,,2,144,138,2,4,9.4,9.2,5.2,54.1
GILES COUNTY,8,8,,,179,178,1,,10.5,10.7,2.9,
MONTGOMERY COUNTY,"1,641","1,514",64,63,891,806,30,55,9.4,9.6,6.8,9.2
PULASKI COUNTY,2,2,,,288,266,18,4,8.3,8.2,9.1,14.6
RADFORD CITY,,,,,136,117,15,4,8.3,8.1,10.1,8.0
PLANNING DISTRICT 5,"4,149","3,467",569,113,"3,103","2,503",493,107,11.3,10.9,12.5,16.8
ALLEGHANY COUNTY,4,3,1,,101,98,3,,6.2,6.4,3.4,
BOTETOURT COUNTY,4,4,,,221,213,5,3,6.7,6.8,4.2,9.7
CRAIG COUNTY,1,1,,,41,41,,,8.0,8.1,,
ROANOKE COUNTY,5,5,,,853,754,53,46,9.2,8.9,9.8,15.6
COVINGTON CITY,,,,,120,113,5,2,20.2,22.3,6.1,35.1
ROANOKE CITY,"3,269","2,706",498,65,"1,492","1,034",411,47,15.4,15.8,14.2,19.5
SALEM CITY,866,748,70,48,275,250,16,9,11.0,11.1,8.1,16.6
PLANNING DISTRICT 6,"3,000","2,729",143,128,"3,030","2,738",166,126,10.5,10.3,9.6,22.6
AUGUSTA COUNTY,"1,234","1,137",85,12,605,586,15,4,8.2,8.4,4.4,5.8
BATH COUNTY,,,,,39,35,4,,8.4,8.0,15.6,
HIGHLAND COUNTY,,,,,14,14,,,6.2,6.2,,
ROCKBRIDGE COUNTY,3,3,,,160,152,5,3,7.2,7.1,6.5,12.0
ROCKINGHAM COUNTY,"1,712","1,538",58,116,821,786,11,24,10.7,10.7,6.1,22.5
BUENA VISTA CITY,7,7,,,81,79,2,,12.2,13.0,4.9,
HARRISONBURG CITY,33,33,,,542,412,47,83,10.8,9.5,11.6,31.9
LEXINGTON CITY,5,5,,,64,60,4,,9.1,9.8,5.9,
STAUNTON CITY,4,4,,,337,301,32,4,14.2,14.9,10.0,13.2
WAYNESBORO CITY,2,2,,,367,313,46,8,17.2,17.1,17.3,26.1
PLANNING DISTRICT 7,"2,779","2,568",113,98,"2,542","2,322",113,107,11.3,11.1,9.4,25.7
CLARKE COUNTY,2,2,,,126,122,4,,8.8,9.3,4.7,
FREDERICK COUNTY,12,11,,1,887,812,37,38,11.1,11.0,9.1,24.1
PAGE COUNTY,2,2,,,229,226,2,1,9.6,9.7,3.3,6.2
SHENANDOAH COUNTY,12,12,,,464,446,8,10,11.0,11.0,7.2,21.3
WARREN COUNTY,413,397,10,6,432,405,20,7,11.4,11.6,9.8,9.9
WINCHESTER CITY,"2,338","2,144",103,91,404,311,42,51,15.2,14.0,12.5,51.2
PLANNING DISTRICT 8,"33,592","22,866","4,520","6,206","33,921","23,390","4,228","6,303",14.8,14.3,14.0,17.4
ARLINGTON COUNTY,"4,299","3,181",471,647,"3,049","2,399",201,449,14.1,14.1,9.6,18.0
FAIRFAX COUNTY,"18,267","12,331","1,968","3,968","15,148","10,215","1,587","3,346",13.8,13.3,13.8,15.3
LOUDOUN COUNTY,"2,701","2,144",182,375,"4,970","3,550",354,"1,066",15.3,14.6,12.5,19.6
PRINCE WILLIAM COUNTY,"1,929","1,116",557,256,"6,691","4,508","1,378",805,16.0,16.0,14.6,19.2
ALEXANDRIA CITY,"4,132","2,265","1,080",787,"2,632","1,641",567,424,18.2,16.5,17.0,36.1
FAIRFAX CITY,3,3,,,496,343,26,127,22.0,20.2,17.7,31.2
FALLS CHURCH CITY,1,1,,,148,121,4,23,11.6,11.4,5.8,16.3
MANASSAS CITY,"2,260","1,825",262,173,721,561,104,56,18.3,18.7,16.1,20.1
MANASSAS PARK CITY,,,,,66,52,7,7,4.3,4.7,2.9,4.0
PLANNING DISTRICT 9,"1,226","1,017",124,85,"1,994","1,663",223,108,11.9,11.6,10.7,31.7
CULPEPER COUNTY,351,288,54,9,627,512,88,27,13.2,13.4,10.8,21.5
FAUQUIER COUNTY,864,720,69,75,769,633,70,66,11.6,10.8,11.4,43.9
MADISON COUNTY,4,4,,,130,120,8,2,9.9,10.3,5.6,15.6
ORANGE COUNTY,6,5,1,,413,348,56,9,12.2,12.1,11.8,19.7
RAPPAHANNOCK COUNTY,1,,,1,55,50,1,4,7.4,7.2,2.4,59.7
PLANNING DISTRICT 10,"3,394","2,724",515,155,"2,562","2,078",359,125,10.8,10.7,10.7,12.4
ALBEMARLE COUNTY,615,520,64,31,"1,059",854,125,80,10.5,10.1,11.6,14.3
FLUVANNA COUNTY,5,3,1,1,278,240,33,5,10.7,11.1,7.7,18.9
GREENE COUNTY,5,5,,,227,208,13,6,12.2,12.3,9.1,16.9
LOUISA COUNTY,3,2,1,,374,326,48,,11.2,12.2,7.7,
NELSON COUNTY,3,3,,,125,109,16,,8.3,8.5,7.5,
CHARLOTTESVILLE CITY,"2,763","2,191",449,123,499,341,124,34,11.5,10.9,14.1,10.1
PLANNING DISTRICT 11,"2,655","2,008",583,64,"2,780","2,118",595,67,10.9,10.5,12.8,13.4
AMHERST COUNTY,4,3,1,,343,273,61,9,10.7,10.8,9.6,17.1
APPOMATTOX COUNTY,2,2,,,180,138,41,1,12.0,11.7,13.0,10.6
BEDFORD COUNTY,8,8,,,596,540,43,13,8.6,8.5,9.8,12.5
CAMPBELL COUNTY,6,5,,1,539,461,73,5,9.8,10.0,8.8,5.9
BEDFORD CITY,1,,1,,48,38,10,,7.8,7.9,7.6,
LYNCHBURG CITY,"2,634","1,990",581,63,"1,074",668,367,39,14.0,13.1,15.9,16.0
,,,,[continued],[continued],,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2011","VIRGINIA, 2011",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"101,032","67,905","22,216","10,911","102,525","69,503","22,015","11,007",12.7,11.8,13.2,19.7
PLANNING DISTRICT 12,"1,381",782,546,53,"2,451","1,703",681,67,9.9,9.2,11.4,26.6
FRANKLIN COUNTY,99,89,6,4,523,485,30,8,9.3,9.5,6.0,13.0
HENRY COUNTY,2,1,1,,485,354,112,19,9.0,8.6,9.1,38.2
PATRICK COUNTY,,,,,143,132,8,3,7.8,7.8,6.6,21.0
PITTSYLVANIA COUNTY,2,2,,,450,338,104,8,7.2,7.0,7.3,17.7
DANVILLE CITY,779,388,361,30,585,246,317,22,13.7,11.6,15.0,35.9
MARTINSVILLE CITY,499,302,178,19,265,148,110,7,19.5,20.8,17.6,35.5
PLANNING DISTRICT 13,646,322,298,26,751,397,337,17,8.7,8.0,9.5,21.3
BRUNSWICK COUNTY,,,,,141,56,84,1,8.2,7.8,8.5,8.3
HALIFAX COUNTY,379,216,157,6,316,195,116,5,8.8,8.7,8.6,16.9
MECKLENBURG COUNTY,267,106,141,20,294,146,137,11,9.0,7.3,11.2,28.8
PLANNING DISTRICT 14,432,245,183,4,"1,039",670,350,19,9.9,9.8,9.9,17.2
AMELIA COUNTY,1,,1,,125,102,22,1,9.8,10.6,7.2,7.5
BUCKINGHAM COUNTY,1,1,,,160,112,48,,9.3,10.2,7.8,
CHARLOTTE COUNTY,14,13,1,,153,102,51,,12.2,11.9,13.3,
CUMBERLAND COUNTY,2,2,,,116,74,39,3,11.6,11.3,11.8,33.0
LUNENBURG COUNTY,1,,1,,117,70,39,8,9.1,8.6,8.5,74.8
NOTTOWAY COUNTY,,,,,165,97,66,2,10.4,10.5,10.3,10.8
PRINCE EDWARD COUNTY,413,229,180,4,203,113,85,5,8.7,7.5,10.8,13.9
PLANNING DISTRICT 15,"14,175","8,226","4,377","1,572","12,068","6,849","3,742","1,477",11.9,10.3,12.4,30.4
CHARLES CITY COUNTY,,,,,48,19,28,1,6.6,6.1,7.9,1.7
CHESTERFIELD COUNTY,"3,525","2,556",806,163,"3,648","2,395",804,449,11.4,10.4,10.7,31.8
GOOCHLAND COUNTY,5,5,,,151,115,31,5,6.9,6.7,7.2,14.4
HANOVER COUNTY,"1,663","1,040",579,44,877,759,98,20,8.7,8.6,9.7,9.6
HENRICO COUNTY,"5,557","3,551","1,490",516,"3,939","2,186","1,104",649,12.7,11.4,11.6,27.8
NEW KENT COUNTY,1,1,,,191,169,12,10,10.1,10.8,4.4,23.0
POWHATAN COUNTY,5,5,,,233,218,10,5,8.3,9.1,2.5,19.7
RICHMOND CITY,"3,419","1,068","1,502",849,"2,981",988,"1,655",338,14.5,10.8,15.6,45.5
PLANNING DISTRICT 16,"4,187","3,155",697,335,"4,359","3,262",761,336,13.0,12.7,11.7,26.9
CAROLINE COUNTY,3,3,,,394,285,96,13,13.7,14.8,10.9,23.1
KING GEORGE COUNTY,2,2,,,312,268,36,8,12.9,14.1,7.8,14.7
SPOTSYLVANIA COUNTY,579,426,102,51,"1,559","1,186",225,148,12.5,11.9,10.9,34.0
STAFFORD COUNTY,511,376,101,34,"1,683","1,286",293,104,12.7,12.7,11.9,17.7
FREDERICKSBURG CITY,"3,092","2,348",494,250,411,237,111,63,16.0,13.0,17.5,54.4
PLANNING DISTRICT 17,14,9,5,,428,262,149,17,8.5,7.4,10.3,30.1
LANCASTER COUNTY,14,9,5,,83,47,35,1,7.4,5.9,10.9,8.9
NORTHUMBERLAND COUNTY,,,,,90,51,35,4,7.2,5.6,11.0,44.9
RICHMOND COUNTY,,,,,71,47,21,3,7.7,7.6,7.2,33.7
WESTMORELAND COUNTY,,,,,184,117,58,9,10.5,9.6,11.3,32.7
PLANNING DISTRICT 18,9,8,1,,882,706,148,28,9.7,9.6,9.4,17.6
ESSEX COUNTY,2,1,1,,130,68,60,2,11.6,10.3,13.6,8.9
GLOUCESTER COUNTY,3,3,,,341,311,17,13,9.2,9.5,5.0,21.0
KING AND QUEEN COUNTY,1,1,,,70,47,21,2,10.0,9.7,10.5,13.2
KING WILLIAM COUNTY,1,1,,,183,150,27,6,11.5,12.0,8.9,14.5
MATHEWS COUNTY,2,2,,,64,56,5,3,7.1,7.0,5.8,33.0
MIDDLESEX COUNTY,,,,,94,74,18,2,8.7,8.5,8.8,21.7
PLANNING DISTRICT 19,"1,378",564,767,47,"2,192","1,003","1,074",115,12.6,11.0,13.6,33.0
DINWIDDIE COUNTY,1,1,,,248,175,69,4,8.9,9.6,7.4,12.5
GREENSVILLE COUNTY,1,,1,,145,42,89,14,12.0,8.9,12.2,150.5
PRINCE GEORGE COUNTY,2,,2,,327,218,89,20,8.9,9.4,7.3,17.8
SURRY COUNTY,1,1,,,58,40,18,,8.4,10.9,5.6,
SUSSEX COUNTY,2,,2,,126,56,68,2,10.4,11.3,9.7,18.9
COLONIAL HEIGHTS CITY,2,2,,,255,163,67,25,14.6,11.1,32.3,34.1
EMPORIA CITY,,,,,35,5,29,1,6.0,2.4,7.8,11.6
HOPEWELL CITY,,,,,339,167,153,19,15.0,12.5,17.4,43.2
PETERSBURG CITY,"1,369",560,762,47,659,137,492,30,20.4,21.9,19.3,57.0
PLANNING DISTRICT 20,"16,927","9,504","6,094","1,329","16,031","9,044","5,707","1,280",13.9,12.7,15.0,21.2
ISLE OF WIGHT COUNTY,,,,,319,229,75,15,9.0,8.8,8.4,27.6
SOUTHAMPTON COUNTY,3,3,,,133,80,48,5,7.2,7.1,6.8,32.5
CHESAPEAKE CITY,"2,717","1,420","1,155",142,"2,748","1,667",906,175,12.2,11.4,13.0,19.0
FRANKLIN CITY,222,76,140,6,167,59,106,2,19.4,16.5,21.7,17.2
NORFOLK CITY,"6,250","3,132","2,579",539,"3,718","1,643","1,778",297,15.3,13.4,16.4,25.3
PORTSMOUTH CITY,"4,318","2,650","1,333",335,"1,580",634,897,49,16.5,15.2,17.3,23.3
SUFFOLK CITY,"1,319",750,518,51,"1,117",591,458,68,13.2,12.9,12.4,31.6
VIRGINIA BEACH CITY,"2,098","1,473",369,256,"6,249","4,141","1,439",669,14.1,13.2,15.3,19.4
PLANNING DISTRICT 21,"6,503","3,526","2,389",588,"6,271","3,151","2,538",582,13.2,11.0,15.1,28.3
JAMES CITY COUNTY,8,7,1,,735,496,148,91,10.8,8.8,15.3,41.8
YORK COUNTY,"1,030",721,195,114,592,445,88,59,9.0,8.6,9.0,13.4
HAMPTON CITY,"1,105",737,289,79,"1,729",749,868,112,12.7,12.2,12.4,22.8
NEWPORT NEWS CITY,"4,359","2,061","1,903",395,"3,049","1,329","1,415",305,17.0,14.0,18.4,39.3
POQUOSON CITY,,,,,86,80,2,4,7.2,7.0,13.3,11.7
WILLIAMSBURG CITY,1,,1,,80,52,17,11,5.5,4.6,7.6,11.2
PLANNING DISTRICT 22,513,316,194,3,640,400,229,11,14.0,13.0,16.1,16.9
ACCOMACK COUNTY,5,1,4,,478,314,156,8,14.3,13.5,16.2,16.3
NORTHAMPTON COUNTY,508,315,190,3,162,86,73,3,13.1,11.3,15.7,19.0
PLANNING DISTRICT 23,"23,430","13,030","8,483","1,917","22,302","12,195","8,245","1,862",13.7,12.2,15.0,23.0
UNKNOWN VA CITY OR COUNTY,,,,,,,,,,,,
"NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.",,,,
