LEE COUNTY,3,3,,,234,232,,2,9.8,9.8,,21.7
SCOTT COUNTY,,,,,225,224,,1,9.8,9.9,,16.1
WISE COUNTY,245,240,2,3,502,489,8,5,12.0,12.4,3.6,21.4
NORTON CITY,467,457,7,3,37,32,4,1,9.9,9.3,16.7,16.9
PLANNING DISTRICT 2,487,482,3,2,"1,132","1,110",13,9,9.8,9.9,5.8,15.3
BUCHANAN COUNTY,51,51,,,238,236,1,1,9.4,9.7,1.3,13.7
DICKENSON COUNTY,1,1,,,163,162,,1,10.1,10.1,,33.3
RUSSELL COUNTY,,,,,262,260,,2,9.1,9.1,,40.0
TAZEWELL COUNTY,435,430,3,2,469,452,12,5,10.5,10.5,10.8,11.5
PLANNING DISTRICT 3,"1,472","1,420",25,27,"1,887","1,809",47,31,10.0,9.8,10.1,33.7
BLAND COUNTY,1,1,,,54,53,1,,7.7,7.9,3.3,
CARROLL COUNTY,2,2,,,286,281,1,4,9.7,9.6,5.3,59.7
GRAYSON COUNTY,,,,,130,124,5,1,7.9,7.7,13.9,18.9
SMYTH COUNTY,255,238,4,13,296,279,6,11,9.1,8.8,8.8,94.0
WASHINGTON COUNTY,614,603,5,6,495,483,6,6,9.5,9.5,7.5,23.8
WYTHE COUNTY,230,216,8,6,332,317,9,6,11.9,11.8,10.6,34.3
BRISTOL CITY,,,,,209,190,16,3,12.1,11.8,16.0,18.6
GALAX CITY,370,360,8,2,85,82,3,,12.8,13.5,6.2,
PLANNING DISTRICT 4,"1,652","1,534",51,67,"1,654","1,529",57,68,10.0,10.0,7.8,14.7
FLOYD COUNTY,9,9,,,169,169,,,11.7,11.9,,
GILES COUNTY,7,7,,,189,187,1,1,11.1,11.2,3.5,16.9
MONTGOMERY COUNTY,"1,502","1,400",37,65,840,754,25,61,10.0,9.8,7.5,15.2
PULASKI COUNTY,133,117,14,2,345,323,20,2,9.8,9.9,9.2,9.6
RADFORD CITY,1,1,,,111,96,11,4,7.5,7.3,8.8,12.6
PLANNING DISTRICT 5,"3,897","3,304",514,79,"3,111","2,576",464,71,11.8,11.4,13.4,17.1
ALLEGHANY COUNTY,50,49,1,,197,187,10,,11.8,11.9,10.3,
BOTETOURT COUNTY,3,3,,,258,252,5,1,8.1,8.4,3.7,3.4
CRAIG COUNTY,,,,,43,43,,,8.4,8.4,,
ROANOKE COUNTY,4,4,,,"1,402","1,225",132,45,16.0,15.0,32.4,24.4
COVINGTON CITY,,,,,42,35,5,2,6.7,6.7,5.5,22.0
ROANOKE CITY,"3,045","2,546",449,50,950,634,295,21,10.3,9.7,11.5,13.8
SALEM CITY,795,702,64,29,219,200,17,2,9.0,8.9,10.9,6.8
PLANNING DISTRICT 6,"3,260","2,972",138,150,"3,131","2,816",161,154,11.8,11.3,11.1,46.7
AUGUSTA COUNTY,"1,099","1,021",65,13,766,736,25,5,11.1,11.2,9.6,15.4
BATH COUNTY,,,,,26,26,,,5.2,5.7,,
HIGHLAND COUNTY,,,,,14,13,1,,5.6,5.3,500.0,
ROCKBRIDGE COUNTY,2,1,1,,265,246,11,8,12.6,12.2,15.4,45.2
ROCKINGHAM COUNTY,4,4,,,872,846,6,20,12.4,12.3,4.8,47.4
BUENA VISTA CITY,,,,,53,49,1,3,8.5,8.4,2.7,55.6
HARRISONBURG CITY,"1,876","1,691",58,127,554,398,51,105,13.5,10.9,17.5,62.6
LEXINGTON CITY,279,255,14,10,30,24,5,1,4.3,4.0,7.0,5.3
STAUNTON CITY,,,,,253,217,31,5,10.6,10.7,9.3,27.2
WAYNESBORO CITY,,,,,298,261,30,7,14.4,14.2,13.6,31.8
PLANNING DISTRICT 7,"2,702","2,526",105,71,"2,649","2,459",118,72,13.2,12.9,13.2,34.2
CLARKE COUNTY,2,2,,,131,124,5,2,9.5,9.6,5.7,17.9
FREDERICK COUNTY,3,2,1,,922,875,28,19,13.8,13.8,12.1,26.2
PAGE COUNTY,,,,,276,271,3,2,11.6,11.8,5.1,19.4
SHENANDOAH COUNTY,242,238,1,3,462,447,7,8,12.1,12.0,12.1,32.9
WARREN COUNTY,283,248,20,15,445,408,26,11,12.9,12.7,14.5,26.4
WINCHESTER CITY,"2,172","2,036",83,53,413,334,49,30,16.7,15.5,17.8,59.3
PLANNING DISTRICT 8,"32,752","22,968","4,043","5,741","32,942","23,266","3,798","5,878",16.7,15.6,16.1,23.7
ARLINGTON COUNTY,"3,259","2,226",399,634,"2,810","2,202",248,360,15.1,14.7,14.2,19.4
FAIRFAX COUNTY,"18,768","13,464","1,754","3,550","15,268","10,540","1,460","3,268",15.2,14.2,15.4,19.8
LOUDOUN COUNTY,"2,138","1,734",137,267,"4,816","3,724",260,832,20.1,19.2,13.9,31.8
PRINCE WILLIAM COUNTY,"2,489","1,512",561,416,"6,445","4,439","1,166",840,19.2,18.2,17.1,34.7
ALEXANDRIA CITY,"3,643","1,965",947,731,"2,375","1,364",552,459,18.5,14.8,19.4,58.9
FAIRFAX CITY,1,1,,,194,138,20,36,8.8,7.9,14.8,10.9
FALLS CHURCH CITY,1,1,,,102,82,6,14,9.5,8.7,10.4,16.9
MANASSAS CITY,"2,453","2,065",245,143,638,536,61,41,17.0,17.5,11.8,22.4
MANASSAS PARK CITY,,,,,294,241,25,28,25.5,25.6,18.2,37.2
PLANNING DISTRICT 9,"1,026",876,96,54,"1,851","1,603",175,73,12.1,12.1,9.7,36.2
CULPEPER COUNTY,435,348,46,41,538,452,47,39,13.4,13.7,7.1,60.1
FAUQUIER COUNTY,587,524,50,13,744,655,66,23,11.8,11.6,11.6,22.7
MADISON COUNTY,1,1,,,135,123,11,1,10.3,10.7,7.4,8.6
ORANGE COUNTY,3,3,,,355,304,44,7,12.3,12.2,11.3,32.6
RAPPAHANNOCK COUNTY,,,,,79,69,7,3,11.0,10.2,18.0,130.4
PLANNING DISTRICT 10,"3,237","2,633",505,99,"2,555","2,078",388,89,12.2,12.0,12.6,14.0
ALBEMARLE COUNTY,7,7,,,960,806,96,58,10.8,10.7,10.9,13.6
FLUVANNA COUNTY,1,,1,,349,293,51,5,14.8,15.1,12.5,30.9
GREENE COUNTY,2,2,,,263,244,16,3,15.4,15.5,13.3,24.8
LOUISA COUNTY,1,1,,,357,288,64,5,12.4,12.7,10.9,22.9
NELSON COUNTY,,,,,154,133,18,3,10.3,10.5,8.2,46.9
CHARLOTTESVILLE CITY,"3,226","2,623",504,99,472,314,143,15,12.9,11.8,16.7,9.8
PLANNING DISTRICT 11,"2,503","1,916",539,48,"2,516","1,952",515,49,10.8,10.5,11.9,18.3
AMHERST COUNTY,1,1,,,295,244,46,5,9.2,9.7,7.0,12.1
APPOMATTOX COUNTY,,,,,145,119,25,1,10.4,11.1,8.0,20.4
BEDFORD COUNTY,3,3,,,618,567,44,7,9.7,9.6,10.8,13.6
CAMPBELL COUNTY,5,4,1,,574,493,72,9,11.1,11.4,8.9,18.4
BEDFORD CITY,195,170,22,3,53,43,10,,8.5,9.1,7.0,
LYNCHBURG CITY,"2,299","1,738",516,45,831,486,318,27,12.8,11.1,15.9,23.4
,,,,[continued],[continued],,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTHS RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2004","VIRGINIA, 2004",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"101,826","70,740","22,329","8,757","103,830","72,606","22,261","8,963",13.9,13.1,14.7,23.3
PLANNING DISTRICT 12,"1,840","1,209",593,38,"2,694","1,935",716,43,10.8,10.4,11.7,24.9
FRANKLIN COUNTY,251,215,31,5,530,483,38,9,10.6,10.7,8.5,28.2
HENRY COUNTY,1,1,,,601,443,144,14,10.6,10.2,11.1,28.7
PATRICK COUNTY,,,,,184,169,12,3,9.6,9.4,9.7,30.0
PITTSYLVANIA COUNTY,,,,,652,514,134,4,10.6,11.0,9.0,15.3
DANVILLE CITY,"1,048",631,403,14,568,240,319,9,12.2,9.7,15.1,19.5
MARTINSVILLE CITY,540,362,159,19,159,86,69,4,10.6,10.2,10.6,41.7
PLANNING DISTRICT 13,738,348,367,23,892,440,431,21,10.2,8.8,11.8,42.7
BRUNSWICK COUNTY,,,,,173,62,106,5,9.5,7.9,10.3,90.9
HALIFAX COUNTY,458,234,221,3,394,214,178,2,10.8,9.6,12.8,9.9
MECKLENBURG COUNTY,280,114,146,20,325,164,147,14,10.0,8.3,11.8,59.6
PLANNING DISTRICT 14,394,212,173,9,"1,068",666,385,17,10.8,10.6,11.0,28.6
AMELIA COUNTY,1,1,,,140,114,24,2,11.7,12.8,8.1,31.7
BUCKINGHAM COUNTY,1,1,,,161,103,57,1,10.1,10.6,9.4,14.5
CHARLOTTE COUNTY,3,3,,,150,94,55,1,12.1,11.2,13.9,26.3
CUMBERLAND COUNTY,1,1,,,99,63,33,3,10.8,10.7,10.3,40.5
LUNENBURG COUNTY,,,,,131,80,47,4,10.0,10.0,9.3,48.2
NOTTOWAY COUNTY,1,1,,,184,103,76,5,11.8,11.2,12.0,52.6
PRINCE EDWARD COUNTY,387,205,173,9,203,109,93,1,10.0,8.6,12.6,5.8
PLANNING DISTRICT 15,"14,039","8,970","4,316",753,"12,425","7,834","3,866",725,13.6,12.7,14.4,23.7
CHARLES CITY COUNTY,1,1,,,68,31,31,6,9.6,9.8,8.9,12.5
CHESTERFIELD COUNTY,"2,450","1,926",406,118,"3,655","2,679",759,217,12.9,12.5,12.8,22.8
GOOCHLAND COUNTY,,,,,181,140,34,7,9.6,9.9,7.8,32.3
HANOVER COUNTY,"1,443","1,017",366,60,"1,131",994,97,40,11.8,11.7,10.3,27.8
HENRICO COUNTY,"6,367","4,580","1,381",406,"3,951","2,480","1,104",367,14.3,13.3,14.6,24.7
NEW KENT COUNTY,,,,,175,149,22,4,11.2,11.5,9.4,12.9
POWHATAN COUNTY,1,1,,,259,243,12,4,10.0,11.2,2.9,37.4
RICHMOND CITY,"3,777","1,445","2,163",169,"3,005","1,118","1,807",80,15.6,14.4,16.3,21.6
PLANNING DISTRICT 16,"3,544","2,856",536,152,"4,368","3,444",708,216,15.0,14.8,14.1,28.9
CAROLINE COUNTY,1,1,,,318,236,73,9,13.2,14.7,9.6,28.2
KING GEORGE COUNTY,1,,1,,326,271,41,14,16.8,17.4,12.2,33.4
SPOTSYLVANIA COUNTY,5,4,,1,"1,706","1,412",225,69,15.3,15.2,13.9,26.6
STAFFORD COUNTY,7,6,1,,"1,621","1,254",267,100,14.1,13.6,14.2,27.2
FREDERICKSBURG CITY,"3,530","2,845",534,151,397,271,102,24,19.4,17.4,23.1,50.6
PLANNING DISTRICT 17,45,23,21,1,479,300,172,7,9.4,8.4,11.4,21.0
LANCASTER COUNTY,43,22,20,1,96,51,44,1,8.0,6.1,12.4,12.8
NORTHUMBERLAND COUNTY,,,,,109,66,42,1,8.5,7.0,12.5,18.9
RICHMOND COUNTY,1,,1,,95,65,27,3,10.6,10.9,9.1,54.5
WESTMORELAND COUNTY,1,1,,,179,118,59,2,10.5,10.1,11.2,13.5
PLANNING DISTRICT 18,8,5,3,,943,766,161,16,10.7,10.8,10.0,13.4
ESSEX COUNTY,4,1,3,,136,81,52,3,13.2,13.5,12.5,19.6
GLOUCESTER COUNTY,4,4,,,417,387,25,5,11.2,11.7,6.7,9.1
KING AND QUEEN COUNTY,,,,,68,44,23,1,10.0,9.9,10.4,9.6
KING WILLIAM COUNTY,,,,,184,144,38,2,12.8,13.1,12.5,6.6
MATHEWS COUNTY,,,,,56,45,8,3,6.1,5.5,8.1,81.1
MIDDLESEX COUNTY,,,,,82,65,15,2,7.8,7.6,7.9,42.6
PLANNING DISTRICT 19,"1,939",889,991,59,"2,105","1,031","1,003",71,12.5,11.7,13.0,28.2
DINWIDDIE COUNTY,,,,,283,208,72,3,11.2,12.5,8.7,13.8
GREENSVILLE COUNTY,,,,,124,42,81,1,10.8,9.3,11.8,16.7
PRINCE GEORGE COUNTY,1,,1,,368,237,112,19,10.7,10.9,9.5,21.3
SURRY COUNTY,2,2,,,64,28,34,2,9.2,8.2,9.6,69.0
SUSSEX COUNTY,3,2,1,,123,53,66,4,10.3,11.5,9.1,121.2
COLONIAL HEIGHTS CITY,1,1,,,216,172,35,9,12.3,11.3,20.4,15.2
EMPORIA CITY,149,21,120,8,63,10,44,9,11.1,4.2,13.4,250.0
HOPEWELL CITY,517,316,188,13,336,194,136,6,15.0,14.2,16.3,18.3
PETERSBURG CITY,"1,266",547,681,38,528,87,423,18,16.1,13.9,16.2,54.1
PLANNING DISTRICT 20,"18,283","10,663","6,568","1,052","17,248","10,017","6,228","1,003",15.3,14.1,16.8,20.9
ISLE OF WIGHT COUNTY,,,,,355,244,106,5,10.8,10.1,12.8,18.7
SOUTHAMPTON COUNTY,,,,,172,99,69,4,9.8,9.7,9.5,53.3
CHESAPEAKE CITY,"3,329","2,041","1,128",160,"2,975","1,906",932,137,13.9,13.3,14.4,22.9
FRANKLIN CITY,276,120,153,3,154,53,100,1,18.2,14.3,21.3,12.7
NORFOLK CITY,"6,213","3,107","2,716",390,"4,094","1,814","2,070",210,17.2,15.1,19.1,21.6
PORTSMOUTH CITY,"5,312","3,252","1,759",301,"1,647",663,939,45,16.6,14.8,17.8,27.8
SUFFOLK CITY,"1,117",567,513,37,"1,186",643,495,48,15.5,15.0,15.2,39.1
VIRGINIA BEACH CITY,"2,036","1,576",299,161,"6,665","4,595","1,517",553,15.1,14.4,16.6,19.1
PLANNING DISTRICT 21,"6,764","3,906","2,545",313,"6,535","3,578","2,633",324,14.0,12.5,15.9,20.5
JAMES CITY COUNTY,1,1,,,504,402,76,26,9.1,8.6,10.2,21.9
YORK COUNTY,,,,,578,457,82,39,9.5,9.3,9.5,12.8
HAMPTON CITY,"1,904",915,894,95,"1,977",902,992,83,13.5,12.6,14.2,19.6
NEWPORT NEWS CITY,"3,961","2,290","1,504",167,"3,206","1,601","1,446",159,17.6,16.5,18.5,24.4
POQUOSON CITY,,,,,98,95,,3,8.4,8.4,,11.3
WILLIAMSBURG CITY,898,700,147,51,172,121,37,14,15.0,12.8,26.3,23.4
PLANNING DISTRICT 22,529,328,188,13,647,420,210,17,12.3,12.0,12.1,40.7
ACCOMACK COUNTY,5,3,2,,485,315,155,15,12.3,11.6,13.0,42.4
NORTHAMPTON COUNTY,524,325,186,13,162,105,55,2,12.2,13.5,10.1,31.3
PLANNING DISTRICT 23,"25,047","14,569","9,113","1,365","23,783","13,595","8,861","1,327",14.9,13.7,16.5,20.8
UNKNOWN VA CITY OR COUNTY,,,,,,,,,,,,
"NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.","NOTE: PLANNING DISTRICT 23, THE HAMPTON ROADS PLANNING DISTRICT, IS THE AGGREGATE OF PLANNING DISTRICTS 20 AND 21.",,,,
,,,HISPANIC ETHNICITY SUPPLEMENT,HISPANIC ETHNICITY SUPPLEMENT,HISPANIC ETHNICITY SUPPLEMENT,HISPANIC ETHNICITY SUPPLEMENT,HISPANIC ETHNICITY SUPPLEMENT,,,,,
COMMONWEALTH OF VIRGINIA,"11,624","9,890",145,"1,589","11,658","9,889",150,"1,619",27.4,25.7,5.1,137.1
